compound_id,name,category,regime,MW,LogP,TPSA,n_rings,n_heteroatoms,n_rotatable_bonds,persistence_score,biodegradability_score,toxicity_score,pmi_1,pmi_2,pmi_3,pmi_ratio,radius_gyration,spherocity,asphericity
CHEM_0025,PCB-180,PCB,Locked,395.3,7.36,0.0,2,7,1,0.98,0.01,0.9955461294854931,476.9908619827386,435.82080015726876,433.6223097044392,1.1000145753751582,13.333857930033815,0.7679954744171159,0.2320045255828841
CHEM_0026,PCB-28,PCB,Locked,257.5,5.67,0.0,2,3,1,0.92,0.04,0.9024503211288848,291.2171492288254,288.6893269206029,274.02171007703265,1.0627521012266024,13.323892025072931,0.7795698602612311,0.2204301397387689
CHEM_0027,PCB-77,PCB,Locked,292.0,6.36,0.0,2,4,1,0.93,0.03,0.9887849009172835,356.98222928141615,355.6317420745648,320.67492234560893,1.113221531503032,13.771134581909,0.6800073331742645,0.31999266682573546
CHEM_0028,"2,3,7,8-TCDD (Dioxin)",Dioxin_Furan,Locked,321.97,6.8,18.5,3,6,0,0.99,0.0,0.9699680655040598,405.9908034654448,404.16219669351125,332.1751453807865,1.2222190849884966,14.184995924007191,0.7299266974382486,0.27007330256175144
CHEM_0029,"2,3,7,8-TCDF (Furan)",Dioxin_Furan,Locked,305.97,6.53,9.2,3,5,0,0.98,0.01,0.9754153125103362,426.44923590571904,391.95978011942384,274.9883561380186,1.5507901510596724,14.722796439120202,0.7951152539127802,0.20488474608721985
CHEM_0030,"PeCDD (1,2,3,7,8-)",Dioxin_Furan,Locked,356.42,7.1,18.5,3,7,0,0.99,0.0,0.96991466938853,466.4422686441042,449.40608240249793,359.742802343506,1.2965993045834876,14.979003172639011,0.7439333238794115,0.25606667612058853
CHEM_0031,"HxCDD (1,2,3,4,7,8-)",Dioxin_Furan,Locked,390.86,7.8,18.5,3,8,0,0.99,0.0,1.0,565.5263748704996,555.1767943278157,377.9267071190314,1.4963916619843178,14.426421684561436,0.8031910669812355,0.19680893301876445
CHEM_0032,Benzene,Aromatic_Hydrocarbon,Resonant,78.11,2.13,0.0,1,0,0,0.4,0.6,0.3993251387631033,85.8630152476646,81.43917838904665,63.63339956010499,1.3493387826501997,8.076329610036561,0.648781298220568,0.35121870177943204
CHEM_0033,Toluene,Aromatic_Hydrocarbon,Resonant,92.14,2.73,0.0,1,0,0,0.35,0.65,0.2971144535522049,95.9938383253302,88.48885695804054,70.2479790595119,1.3664996238184672,10.195587901740792,0.5628479414281413,0.4371520585718587
CHEM_0034,Naphthalene,Aromatic_Hydrocarbon,Resonant,128.17,3.3,0.0,2,0,0,0.6,0.4,0.6411272456051594,160.12953488305592,137.36457224627256,127.43471151485937,1.2565613538335108,10.113686072601139,0.8058535068532325,0.19414649314676746
CHEM_0035,Anthracene,Aromatic_Hydrocarbon,Resonant,178.23,4.54,0.0,3,0,0,0.75,0.25,0.6889578175014489,236.30714617956122,217.5555873572682,182.7301941366343,1.293202505491035,11.263135187030352,0.861338359748236,0.13866164025176397
CHEM_0036,Phenanthrene,Aromatic_Hydrocarbon,Resonant,178.23,4.57,0.0,3,0,0,0.75,0.25,0.7604431797502378,248.74000931451013,234.11867430495033,185.94517741284704,1.3377061531665106,11.24171952151348,0.7409050415692406,0.25909495843075936
CHEM_0037,Pyrene,Aromatic_Hydrocarbon,Resonant,202.25,5.18,0.0,4,0,0,0.8,0.2,0.7020164938060113,360.2450904173169,255.40597022117205,190.11200258364846,1.8949097564942057,11.856041217697836,0.7698231960259458,0.23017680397405416
CHEM_0038,Benz[a]anthracene,Aromatic_Hydrocarbon,Resonant,228.29,5.79,0.0,4,0,0,0.85,0.15,0.7835906975550785,368.9653310749749,298.3811884827884,224.47183564349348,1.6437043354394887,12.135178729964297,0.8035015435589903,0.19649845644100972
CHEM_0039,Chrysene,Aromatic_Hydrocarbon,Resonant,228.29,5.81,0.0,4,0,0,0.85,0.15,0.8598430617934562,397.87384621734327,322.7519016075594,222.86873674575324,1.7852384782258441,11.87280231238559,0.8059311135220963,0.19406888647790366
CHEM_0040,Benzo[a]pyrene,Aromatic_Hydrocarbon,Resonant,252.31,6.04,0.0,5,0,0,0.9,0.1,0.9369233289997704,491.241070030845,392.4391877098982,244.06792506646633,2.0127227610278733,12.292339803013283,0.8289115030790706,0.17108849692092942
CHEM_0041,Xylene (mixed),Aromatic_Hydrocarbon,Resonant,106.17,3.12,0.0,1,0,0,0.3,0.7,0.3085684140594986,117.78767937276668,115.5419138345322,81.56882765594828,1.4440280841789088,9.45479514556094,0.7391453741163204,0.2608546258836796
CHEM_0042,Styrene,Aromatic_Hydrocarbon,Resonant,104.15,2.95,0.0,1,0,1,0.32,0.68,0.3142175858805879,116.8848364858121,113.90253772640958,82.87411152042931,1.4103902042631082,9.611889912907097,0.6098541868783094,0.3901458131216906
CHEM_0043,Ethylbenzene,Aromatic_Hydrocarbon,Resonant,106.17,3.15,0.0,1,0,1,0.33,0.67,0.3149448152205355,115.02875013516069,109.42425728125366,80.53953290514941,1.4282271644460829,9.589399042347683,0.5787866860260892,0.4212133139739108
CHEM_0044,Cumene (Isopropylbenzene),Aromatic_Hydrocarbon,Resonant,120.19,3.66,0.0,1,0,1,0.35,0.65,0.2760739004816286,138.27648050790825,122.43530430877564,93.49027559961289,1.4790466510233944,10.418704373368108,0.5497355868522855,0.4502644131477145
CHEM_0045,Biphenyl,Aromatic_Hydrocarbon,Resonant,154.21,4.09,0.0,2,0,1,0.65,0.35,0.6140077895802646,187.63017389277252,178.3915694774071,159.4711387601131,1.1765776188407389,11.117772526331201,0.6719981458646423,0.32800185413535765
CHEM_0046,Fluorene,Aromatic_Hydrocarbon,Resonant,166.22,4.18,0.0,3,0,0,0.7,0.3,0.6769680614520106,255.56836281153534,211.10912052691918,174.80081878044058,1.4620547153757244,11.823522144241094,0.7698881274497701,0.2301118725502299
CHEM_0047,Acenaphthene,Aromatic_Hydrocarbon,Resonant,154.21,3.92,0.0,3,0,0,0.68,0.32,0.7328561113109457,216.27465946446924,211.06922320283925,142.4948978775116,1.5177712407121229,9.303493285450832,0.8612723692693494,0.13872763073065064
CHEM_0048,Aspirin,Pharmaceutical,Resonant,180.16,1.19,63.6,1,4,3,0.15,0.85,0.1671809144784231,202.16772239236388,201.58084490767595,139.08549809920225,1.4535499653214636,12.805666788664478,0.5544920597358762,0.44550794026412377
CHEM_0049,Ibuprofen,Pharmaceutical,Resonant,206.28,3.97,37.3,1,2,4,0.25,0.75,0.1618479922318633,254.44242904754455,206.90560422134766,166.78959103945022,1.525529416651862,13.557773732753889,0.5738347523089029,0.4261652476910971
CHEM_0050,Paracetamol (Acetaminophen),Pharmaceutical,Resonant,151.16,0.46,49.3,1,3,1,0.1,0.9,0.1162041984697397,168.97036930475448,160.3925775967386,120.24881968034936,1.405172777152791,10.026894024904376,0.6178804034493742,0.3821195965506258
CHEM_0051,Naproxen,Pharmaceutical,Resonant,230.26,3.18,46.5,2,3,3,0.22,0.78,0.2007458859791841,270.9918572466803,270.6751470376846,250.4875747006314,1.081857479312884,12.952057709922757,0.7296353879688156,0.27036461203118445
CHEM_0052,Diclofenac,Pharmaceutical,Resonant,296.15,4.51,49.3,2,5,3,0.3,0.7,0.2661538999847021,353.76345280807806,343.3517729765633,335.7687007519823,1.053592699266496,14.06481844907411,0.7965623455900924,0.20343765440990758
CHEM_0053,Atorvastatin,Pharmaceutical,Resonant,558.65,5.39,111.8,3,9,11,0.2,0.8,0.2305838144420433,811.7327177552547,748.4563423194618,630.4309089464635,1.2875839444867756,16.716326083814923,0.5849012330953179,0.41509876690468206
CHEM_0054,Metformin,Pharmaceutical,Resonant,129.16,-1.43,88.9,0,5,0,0.05,0.95,0.1015499761247976,135.81819491627886,128.7755852505529,62.86701179436561,2.160404779538872,9.716549333350585,0.4755280278740889,0.5244719721259111
CHEM_0055,Ciprofloxacin,Pharmaceutical,Resonant,331.34,-0.37,72.9,3,7,3,0.18,0.82,0.2265640059558099,450.79907305341743,450.5205868901353,319.28821257363694,1.4118876109075362,14.051363607635608,0.7654899974565954,0.2345100025434046
CHEM_0056,Amoxicillin,Pharmaceutical,Resonant,365.4,0.87,138.0,3,9,4,0.12,0.88,0.078039123838868,504.5247276902552,455.08774460593906,402.15394783967406,1.2545561945766026,16.79517489310937,0.7296492581237306,0.2703507418762694
CHEM_0057,Warfarin,Pharmaceutical,Resonant,308.33,2.7,62.0,3,5,4,0.2,0.8,0.1845393812074392,394.6319356299967,381.97940530939536,353.14608838909487,1.11747502658933,15.27505284280569,0.7878900499292167,0.21210995007078326
CHEM_0058,Codeine,Pharmaceutical,Resonant,299.36,1.28,52.9,4,4,1,0.15,0.85,0.1665631715701782,470.35705430772055,426.0456914577479,308.7514994655852,1.5234162541669936,14.941233860614833,0.7984710843640521,0.20152891563594788
CHEM_0059,Morphine,Pharmaceutical,Resonant,285.34,0.89,52.9,4,4,1,0.14,0.86,0.1887772563561179,518.2300317951726,418.9613432601165,339.4925732805119,1.5264841444425103,14.32413199829803,0.7513100705584009,0.24868992944159907
CHEM_0060,Caffeine,Pharmaceutical,Resonant,194.19,-0.07,58.4,2,6,0,0.12,0.88,0.0960412881077354,231.1779954156648,227.44494928516937,180.30404229069123,1.2821564685765432,10.927882342156453,0.758010988321345,0.24198901167865505
CHEM_0061,Nicotine,Pharmaceutical,Resonant,162.23,1.17,16.1,2,2,1,0.08,0.92,0.0707170511668091,192.86883265294972,176.23093858165228,174.52663706077317,1.1050968195799973,11.152901144717518,0.7639798268908837,0.23602017310911627
CHEM_0062,Lidocaine,Pharmaceutical,Resonant,234.34,2.44,32.3,1,3,6,0.15,0.85,0.0946832512996986,276.30706803161445,243.5147804205285,192.87641434889954,1.432560157921822,13.714913174542884,0.5722493428382641,0.4277506571617359
CHEM_0063,Ranitidine,Pharmaceutical,Resonant,314.4,0.27,85.8,1,7,8,0.1,0.9,0.0401896687959664,396.9780278559627,325.155195056397,255.4342819435395,1.5541297874401208,13.903499453580366,0.5311914946797981,0.4688085053202019
CHEM_0064,Omeprazole,Pharmaceutical,Resonant,345.42,2.23,77.1,3,7,4,0.16,0.84,0.2006262911197099,558.0334906199625,467.28907352214134,371.9206207528967,1.5004101896525621,15.695767407537351,0.7488884181218727,0.2511115818781273
CHEM_0065,Simvastatin,Pharmaceutical,Resonant,418.57,4.68,72.8,3,6,6,0.18,0.82,0.2478120014285412,618.8014329475419,581.0402902693277,518.8412621733137,1.1926604086245114,16.04789374145524,0.7225993422161366,0.27740065778386336
CHEM_0066,Losartan,Pharmaceutical,Resonant,422.91,4.27,92.5,4,8,7,0.2,0.8,0.1963994939209832,714.3487015678838,589.9422339637722,497.17350025035296,1.4368197415416388,16.019866083223388,0.7374426681511888,0.26255733184881125
CHEM_0067,Fluoxetine (Prozac),Pharmaceutical,Resonant,309.33,4.65,21.3,2,4,5,0.25,0.75,0.3001766448946012,389.82136987829637,343.174412523328,324.00624715299887,1.2031291745158537,15.174102592453657,0.6684903097142096,0.33150969028579036
CHEM_0068,Polylactic acid (PLA) monomer,Biodegradable_Polymer,Entropic,144.13,0.35,52.6,0,4,2,0.05,0.95,0.0680818012523817,167.12150184558203,146.7361300145058,66.2765722965319,2.5215772864093915,11.433652401804672,0.45216903193917646,0.5478309680608235
CHEM_0069,Polyhydroxybutyrate (PHB) monomer,Biodegradable_Polymer,Entropic,172.18,1.02,52.6,0,4,3,0.03,0.97,0.0,199.9777606570708,166.6261640326045,86.96580922059047,2.29949862077779,11.745084628768476,0.44907316183134793,0.5509268381686521
CHEM_0070,Polycaprolactone (PCL) monomer,Biodegradable_Polymer,Entropic,170.21,2.13,43.4,0,3,5,0.08,0.92,0.0980697802754206,192.61882997809678,173.28565730067936,81.88653849112897,2.3522648676460896,12.703567649512003,0.4679020168734159,0.5320979831265841
CHEM_0071,Polyglycolic acid (PGA) monomer,Biodegradable_Polymer,Entropic,116.07,-0.8,52.6,0,4,1,0.02,0.98,0.0969018283232984,128.12260604026355,124.99599521348524,53.90797529817495,2.376691073165014,9.690049986283848,0.4392196175256471,0.5607803824743529
CHEM_0072,Poly(butylene succinate) (PBS) monomer,Biodegradable_Polymer,Entropic,174.2,1.55,52.6,0,4,5,0.06,0.94,0.0582086980445024,199.31790499988972,173.88795519935232,84.28417508912379,2.364831861073506,12.473295337985515,0.4260102339916431,0.5739897660083568
CHEM_0073,Starch (glucose unit),Biodegradable_Polymer,Entropic,180.16,-3.1,110.4,1,6,1,0.01,0.99,0.0882321827907003,213.67974105672982,199.30082067062557,136.33393246675325,1.5673261646839987,12.212291959077774,0.5990346076366437,0.40096539236335627
CHEM_0074,Cellulose (glucose unit),Biodegradable_Polymer,Entropic,180.16,-3.0,110.4,1,6,1,0.02,0.98,0.0,204.73692042769417,172.21746971259554,156.28621747898697,1.3100126320813215,11.676996324034162,0.6201387893997526,0.37986121060024736
CHEM_0075,Chitin (NAG unit),Biodegradable_Polymer,Entropic,221.21,-3.5,129.5,1,7,2,0.03,0.97,0.0710951252187612,270.5857575276391,253.3307179146064,184.76910122539152,1.4644534950305905,13.112487050285194,0.6630826762633871,0.3369173237366129
CHEM_0076,Gelatin (avg glycine),Biodegradable_Polymer,Entropic,75.07,-2.8,63.3,0,3,2,0.01,0.99,0.0143523534119085,79.81370746184054,75.39673117063197,37.52003734540904,2.127228835084775,8.436448773117942,0.47007988935601436,0.5299201106439857
CHEM_0077,Acetone,Industrial_Solvent,Entropic,58.08,-0.24,17.1,0,1,0,0.02,0.98,0.0050496324767066,64.2743289200018,57.21168265424712,31.18887888966832,2.060809145675457,8.103154907957242,0.5023218274078074,0.4976781725921926
CHEM_0078,Ethanol,Industrial_Solvent,Entropic,46.07,-0.31,20.2,0,1,0,0.01,0.99,0.0145880388267751,46.28137094874953,41.57336575379992,23.124108948333145,2.0014336141869813,7.103443966518488,0.43200719295100404,0.5679928070489959
CHEM_0079,Methanol,Industrial_Solvent,Entropic,32.04,-0.77,20.2,0,1,0,0.01,0.99,0.0,31.796840277752995,28.85591459880937,15.330111354736061,2.074142676973253,6.186225441365926,0.5373126783013611,0.4626873216986389
CHEM_0080,Isopropanol,Industrial_Solvent,Entropic,60.1,0.05,20.2,0,1,0,0.02,0.98,0.0090164056081244,61.86789320548616,59.43988597704828,32.33849392609766,1.913134589190724,8.244983973433342,0.5322742090570538,0.4677257909429462
CHEM_0081,Ethyl acetate,Industrial_Solvent,Entropic,88.11,0.73,26.3,0,2,2,0.03,0.97,0.0478556285755873,101.26096429641424,89.683259433795,45.24208409872638,2.23820286079752,9.158619413997737,0.5686876721202923,0.43131232787970775
CHEM_0082,Butanol,Industrial_Solvent,Entropic,74.12,0.88,20.2,0,1,2,0.03,0.97,0.1038947022370758,81.38724565681754,79.59707532981206,35.13798287603308,2.3162184245957884,8.330208318529413,0.44513602420736914,0.5548639757926308
CHEM_0083,THF (Tetrahydrofuran),Industrial_Solvent,Entropic,72.11,0.46,9.2,1,1,0,0.05,0.95,0.0240864890863176,77.26551440081582,71.35961522633684,57.138987116935645,1.3522380592860865,7.6766568912624935,0.6495926635611999,0.35040733643880007
CHEM_0084,Dioxane,Industrial_Solvent,Entropic,88.11,-0.27,18.5,2,2,0,0.12,0.88,0.0795753198553406,101.45781771894487,92.6777101631848,85.9380843823605,1.1805920188648968,9.169288531772798,0.7409474309722672,0.25905256902773277
CHEM_0085,DMF (Dimethylformamide),Industrial_Solvent,Entropic,73.09,-1.01,20.3,0,2,1,0.08,0.92,0.0549121478207731,78.02978314532214,71.25632888422031,34.01827919159542,2.2937603754760136,8.218095237595922,0.5589390650631826,0.4410609349368174
CHEM_0086,DMSO (Dimethyl sulfoxide),Industrial_Solvent,Entropic,78.13,-1.35,36.3,0,2,0,0.1,0.9,0.1457701058851037,81.70601837280314,81.44897059201263,40.874056294716176,1.998970099387842,9.30024209072359,0.4952352233806524,0.5047647766193476
CHEM_0087,Chloroform,Industrial_Solvent,Entropic,119.38,1.97,0.0,0,3,0,0.4,0.6,0.4164375554829842,121.51102543572536,121.34231537355866,65.3886539634831,1.8582891099929235,8.822705201252779,0.513951076288517,0.486048923711483
CHEM_0088,Dichloromethane,Industrial_Solvent,Entropic,84.93,1.25,0.0,0,2,0,0.35,0.65,0.323511989811648,82.68037329470329,81.98755940372564,39.49549139888851,2.0934129003802493,9.536942891509135,0.530394825485827,0.46960517451417305
CHEM_0089,Carbon tetrachloride,Industrial_Solvent,Entropic,153.82,2.83,0.0,0,4,0,0.7,0.3,0.7256633716556677,160.73882264195714,157.7675398280748,79.07489819969358,2.0327414169195683,10.82910205071699,0.5093304561578179,0.4906695438421821
CHEM_0090,Hexane,Industrial_Solvent,Entropic,86.18,4.0,0.0,0,0,4,0.2,0.8,0.2048538774674019,101.50481821713046,86.59830716014072,41.688190584827026,2.4348577944569443,9.494761390067072,0.4016885268214286,0.5983114731785715
CHEM_0091,Cyclohexane,Industrial_Solvent,Entropic,84.16,3.44,0.0,1,0,0,0.18,0.82,0.2284322495266445,97.05966393217865,87.58052379607435,65.68814110809453,1.4775827237199075,8.525796262972886,0.6483396468229183,0.35166035317708166
CHEM_0092,Diethyl ether,Industrial_Solvent,Entropic,74.12,0.89,9.2,0,1,2,0.05,0.95,0.0148973453061324,86.6471917532581,71.51819123409054,35.962294058385375,2.40938993500234,9.140128531553543,0.5142065234480078,0.48579347655199223
CHEM_0093,Methyl ethyl ketone (MEK),Industrial_Solvent,Entropic,72.11,0.29,17.1,0,1,1,0.03,0.97,0.0136168926701116,76.03316433693253,70.92861413044174,34.49744063995971,2.2040232760002816,8.724350992982219,0.42874063610445584,0.5712593638955441
CHEM_0094,Acetonitrile,Industrial_Solvent,Entropic,41.05,-0.34,23.8,0,1,0,0.04,0.96,0.0203945923433921,40.245198015696246,39.900228414995716,20.57479532067838,1.9560435684725799,7.279833816255562,0.5066484837073438,0.49335151629265617
CHEM_0095,Formaldehyde,Industrial_Solvent,Entropic,30.03,0.35,17.1,0,1,0,0.02,0.98,0.0,31.15206134809258,27.832532305379626,14.391164200104415,2.1646656761237484,6.252040823552999,0.4649939592530413,0.5350060407469587
CHEM_0096,Formic acid,Industrial_Solvent,Entropic,46.03,-0.54,37.3,0,2,0,0.01,0.99,0.0248060138532288,47.43476716589512,46.71152081766412,23.326228192266147,2.0335377302055404,7.221518795846713,0.5597523314462421,0.44024766855375785
CHEM_0097,Ethylene (PE monomer),Plastic_Monomer,Mixed,28.05,1.13,0.0,0,0,0,0.15,0.85,0.1630527636089944,28.4161300192323,28.02068551446528,13.989770525748794,2.031207583835887,5.96631101402528,0.42384065476081123,0.5761593452391888
CHEM_0098,Propylene (PP monomer),Plastic_Monomer,Mixed,42.08,1.77,0.0,0,0,0,0.16,0.84,0.160255672832123,42.32685681448167,42.09075871277574,20.788626654696536,2.0360582486511203,6.936657481812202,0.4720539076364206,0.5279460923635795
CHEM_0099,Vinyl chloride (PVC monomer),Plastic_Monomer,Mixed,62.5,1.38,0.0,0,1,0,0.55,0.45,0.5382706433312427,66.49270279933883,61.76691520820267,29.831931778060003,2.2289103188192056,8.059156472775229,0.518860593753226,0.481139406246774
CHEM_0100,Styrene (PS monomer),Plastic_Monomer,Mixed,104.15,2.95,0.0,1,0,1,0.32,0.68,0.2492314628974792,111.17633119190117,106.45740254684972,80.91717063685233,1.3739522643086035,9.03549807031673,0.6969777497147288,0.3030222502852712
CHEM_0101,Ethylene terephthalate (PET),Plastic_Monomer,Mixed,192.17,1.6,52.6,2,4,4,0.45,0.55,0.428967733861732,229.01507081688786,225.75387529945084,219.37099425268147,1.04396240055846,11.624475725199567,0.6492009412820351,0.3507990587179649
CHEM_0102,Methyl methacrylate (PMMA),Plastic_Monomer,Mixed,100.12,1.38,26.3,0,2,2,0.25,0.75,0.2328642741736615,112.32220005950472,98.404371130267,51.31379572062383,2.1889278758895783,10.274154696307486,0.43276495962035927,0.5672350403796407
CHEM_0103,Acrylonitrile (PAN monomer),Plastic_Monomer,Mixed,53.06,0.25,23.8,0,1,1,0.3,0.7,0.2598861365389191,57.73074094462201,50.93155840475505,25.233272967774724,2.28788150988055,7.958592099730455,0.5741242545470384,0.4258757454529616
CHEM_0104,Bisphenol A (PC),Plastic_Monomer,Mixed,228.29,3.32,40.5,2,2,2,0.5,0.5,0.4919357144166995,272.9429201606088,271.738805093026,252.3662114603541,1.0815351131977988,12.918359863795885,0.6166024877209364,0.3833975122790636
CHEM_0105,Caprolactam (Nylon-6),Plastic_Monomer,Mixed,113.16,-0.7,40.5,1,2,0,0.2,0.8,0.2202025428407268,126.99073172264234,117.83020570257426,93.92907867523007,1.3519852654973996,9.682653976690236,0.5286948493469988,0.47130515065300116
CHEM_0106,Adipic acid (Nylon-66),Plastic_Monomer,Mixed,146.14,0.08,74.6,0,4,4,0.1,0.9,0.1943092950605265,176.4178052958977,159.9223603801453,66.97082780542306,2.634248499573773,11.575140135521876,0.4460109300516216,0.5539890699483784
CHEM_0107,Hexamethylene diamine (HMDA),Plastic_Monomer,Mixed,116.2,-1.0,52.0,0,2,5,0.08,0.92,0.0887288906415919,144.41563718116112,117.21429709255298,59.678461358863714,2.41989541072202,10.287559217585647,0.3824738573303675,0.6175261426696326
CHEM_0108,Tetrafluoroethylene (PTFE),Plastic_Monomer,Mixed,100.02,2.8,0.0,0,4,0,0.98,0.02,0.9928775195361382,101.30800950400453,100.12504021200542,48.35310929075591,2.0951704842733245,8.922515370027103,0.44893835914346436,0.5510616408565356
