chembl_id,name,status,max_phase,molecular_weight,logp,complexity,hbd,hba,tpsa,rotatable_bonds,aromatic_rings,heavy_atoms,therapeutic_area
FAILED_0018,Failed_Candidate_18,Failed Clinical Trial,2,562.3213734336643,-1.8855061397144632,1491.2503958500538,5,7,47.754137562371724,5,0,29,Immunology
FAILED_0019,Failed_Candidate_19,Failed Clinical Trial,2,288.6739952875279,6.61026940746504,649.8861747598053,4,11,159.60078599723548,5,0,24,Immunology
FAILED_0020,Failed_Candidate_20,Failed Clinical Trial,2,486.47197742515806,-0.9115474485822306,1392.9747972727853,1,14,104.57005333206772,15,2,45,Pain/Inflammation
FAILED_0021,Failed_Candidate_21,Failed Clinical Trial,1,511.5174632030992,-1.4960531023036003,465.2446671314757,1,11,139.20374104100986,12,2,39,Oncology
FAILED_0022,Failed_Candidate_22,Failed Clinical Trial,2,374.51184096997156,8.368373723738445,588.9361880622689,5,5,106.37048080392525,12,1,33,Anti-infective
FAILED_0023,Failed_Candidate_23,Failed Clinical Trial,2,491.6702068736025,7.594822691931196,478.89375238411856,0,4,153.54128771287043,15,1,31,CNS/Neurology
FAILED_0024,Failed_Candidate_24,Failed Clinical Trial,1,651.9221685218453,8.432707047438841,816.5155597757735,2,10,52.0210813617266,6,0,24,Metabolic
FAILED_0025,Failed_Candidate_25,Failed Clinical Trial,2,356.04414125888,7.950297187050956,855.5155179079892,6,8,129.50794982984692,19,0,28,Pain/Inflammation
FAILED_0026,Failed_Candidate_26,Failed Clinical Trial,2,487.8358320309703,6.229827082235856,464.3715864563925,1,9,72.0898132579483,13,2,26,Pain/Inflammation
FAILED_0027,Failed_Candidate_27,Failed Clinical Trial,1,697.9103343669019,8.167156893432265,1437.5862700644202,2,9,31.312401063374367,6,2,47,Anti-infective
FAILED_0028,Failed_Candidate_28,Failed Clinical Trial,2,674.3097127101557,-0.6884724770748147,1165.6836452358039,1,6,88.99789292277488,18,0,42,Metabolic
FAILED_0029,Failed_Candidate_29,Failed Clinical Trial,2,323.3121456695602,7.833472514477972,692.7311417413291,2,14,44.341002751900774,11,1,49,Metabolic
FAILED_0030,Failed_Candidate_30,Failed Clinical Trial,1,472.68473792166213,8.644679686533937,1400.013906637389,3,12,107.42691194752621,19,0,23,Immunology
FAILED_0031,Failed_Candidate_31,Failed Clinical Trial,1,614.0442371293802,-0.7492773956661798,968.4318275726388,3,12,115.16510625995286,14,1,38,Cardiovascular
FAILED_0032,Failed_Candidate_32,Failed Clinical Trial,1,503.7312127818614,-0.1397176226599619,483.67160383468524,2,9,173.82121121973404,19,1,42,Cardiovascular
FAILED_0033,Failed_Candidate_33,Failed Clinical Trial,2,335.1643127072098,8.473671620560799,1487.1010680602274,3,12,154.27878725308875,19,0,36,Oncology
FAILED_0034,Failed_Candidate_34,Failed Clinical Trial,1,326.80830263979465,-0.01349460231811106,1053.1551499360369,1,8,113.78028740378426,18,1,18,Immunology
FAILED_0035,Failed_Candidate_35,Failed Clinical Trial,2,427.7148302059493,8.543970046714321,1379.8641841788194,3,6,105.58533765538075,16,2,34,Oncology
FAILED_0036,Failed_Candidate_36,Failed Clinical Trial,1,516.4543664108787,-1.3848601334337884,1329.5173643696899,6,13,72.99616692760777,12,0,26,CNS/Neurology
FAILED_0037,Failed_Candidate_37,Failed Clinical Trial,3,503.9248061665103,-0.6416833658931465,1447.412456064848,1,12,151.31110333684023,17,1,48,Oncology
FAILED_0038,Failed_Candidate_38,Failed Clinical Trial,2,688.5187065067128,7.730041331546454,527.3039654670054,0,14,157.78068828168313,19,2,36,Cardiovascular
FAILED_0039,Failed_Candidate_39,Failed Clinical Trial,2,536.8507512174483,-0.8179204939577123,622.0013677296365,7,9,51.21878500442385,12,0,37,Cardiovascular
FAILED_0040,Failed_Candidate_40,Failed Clinical Trial,1,626.4196224599783,-0.02488536875922942,727.3943979882572,7,9,83.42450001807207,13,0,43,Metabolic
FAILED_0041,Failed_Candidate_41,Failed Clinical Trial,2,693.971728360884,6.2056111934673766,1478.3588885008644,5,11,81.25297002035451,6,1,19,Immunology
FAILED_0042,Failed_Candidate_42,Failed Clinical Trial,3,485.8668909691272,-0.49400577683631464,414.3414228271037,3,11,29.267056920646368,17,0,32,Oncology
FAILED_0043,Failed_Candidate_43,Failed Clinical Trial,3,416.86180879957254,-1.5649690114784542,1489.003354186748,0,11,151.47935081123268,13,1,19,CNS/Neurology
FAILED_0044,Failed_Candidate_44,Failed Clinical Trial,2,298.3380373412552,6.6257945583405755,991.1672384962044,1,9,122.40063804393262,7,2,41,CNS/Neurology
FAILED_0045,Failed_Candidate_45,Failed Clinical Trial,2,504.8092722107538,-0.24212752146055672,1290.1463869855093,2,4,81.57432949843445,12,0,18,Anti-infective
FAILED_0046,Failed_Candidate_46,Failed Clinical Trial,2,316.6287312099628,-1.870568382989518,677.7054905125964,2,10,167.6868415064776,19,1,36,Anti-infective
FAILED_0047,Failed_Candidate_47,Failed Clinical Trial,1,409.72907056024394,-0.0064007306234874495,1211.2577281960366,5,9,98.37950006222984,11,1,40,CNS/Neurology
FAILED_0048,Failed_Candidate_48,Failed Clinical Trial,3,358.87675868815097,-0.3731374764041948,707.2524870144407,2,9,132.79946830021805,16,2,19,Cardiovascular
FAILED_0049,Failed_Candidate_49,Failed Clinical Trial,3,602.4338074105254,6.79027535017039,1418.8853615600738,2,12,41.73142313572059,15,1,39,CNS/Neurology
FAILED_0050,Failed_Candidate_50,Failed Clinical Trial,3,334.35270308763097,-0.8608402567461284,1378.1335679054869,5,4,36.211180699508304,12,2,35,Oncology
FAILED_0051,Failed_Candidate_51,Failed Clinical Trial,2,258.89641174864295,7.280694510761758,487.4164555098507,4,4,137.82364561795976,11,0,22,Pain/Inflammation
FAILED_0052,Failed_Candidate_52,Failed Clinical Trial,1,552.5356440552702,-1.9639039980150863,785.5086977591236,5,5,67.06894597585061,17,1,18,Metabolic
FAILED_0053,Failed_Candidate_53,Failed Clinical Trial,1,547.4389068322241,6.114840479150944,746.2757404919571,4,10,54.141750576283094,15,0,29,Anti-infective
FAILED_0054,Failed_Candidate_54,Failed Clinical Trial,1,439.4575714607321,8.956097455252877,1441.9882696090963,0,14,122.03199717061169,15,1,34,Metabolic
FAILED_0055,Failed_Candidate_55,Failed Clinical Trial,2,550.387702338181,7.601248399726752,461.1707834661665,1,8,124.1613649203315,5,1,35,Pain/Inflammation
FAILED_0056,Failed_Candidate_56,Failed Clinical Trial,3,373.71705244271993,-1.0876219261781561,1266.5286734969359,3,14,71.6370175486972,18,2,38,Anti-infective
FAILED_0057,Failed_Candidate_57,Failed Clinical Trial,2,594.0455962205092,6.444313309723023,1264.480267571782,5,5,169.9040482170864,16,2,20,CNS/Neurology
FAILED_0058,Failed_Candidate_58,Failed Clinical Trial,1,351.502578800857,-0.20787293163135812,1023.4497971760056,2,12,75.66290311617358,15,1,24,Metabolic
FAILED_0059,Failed_Candidate_59,Failed Clinical Trial,1,417.04723886739316,6.5786041622455915,629.76398276073,5,7,42.69539274838152,8,0,29,Metabolic
FAILED_0060,Failed_Candidate_60,Failed Clinical Trial,2,677.0153573196783,-1.1888543684504411,417.7610893803841,4,12,33.674726529596484,17,2,41,Immunology
FAILED_0061,Failed_Candidate_61,Failed Clinical Trial,2,270.3708095448859,-1.303502164029494,794.4356673789921,0,9,74.59630915195544,7,2,40,CNS/Neurology
FAILED_0062,Failed_Candidate_62,Failed Clinical Trial,2,672.8784880059676,-0.6851498995939758,1477.129366622322,1,3,119.65820139038682,11,1,33,Immunology
FAILED_0063,Failed_Candidate_63,Failed Clinical Trial,2,672.0831757363061,6.365319788136031,1310.526372495446,2,6,137.8328469229512,16,0,33,Pain/Inflammation
FAILED_0064,Failed_Candidate_64,Failed Clinical Trial,2,641.8241692937967,-0.31275694317686753,466.5567484514486,2,5,126.71580303145868,12,2,48,Pain/Inflammation
FAILED_0065,Failed_Candidate_65,Failed Clinical Trial,2,426.73805640965145,-1.5468250549801617,708.9170099256505,6,12,51.88990182687938,11,0,44,Cardiovascular
FAILED_0066,Failed_Candidate_66,Failed Clinical Trial,2,641.2201359196911,6.263415988248092,1232.821134514752,2,10,167.3922999620339,8,1,44,Immunology
FAILED_0067,Failed_Candidate_67,Failed Clinical Trial,2,391.75334262982886,-0.1716985424031825,863.0868992001388,2,3,26.95942867861307,14,0,22,Anti-infective
FAILED_0068,Failed_Candidate_68,Failed Clinical Trial,2,647.1570722811514,-0.44376164899523896,779.7564011044817,0,5,62.90847093279165,7,2,32,Oncology
FAILED_0069,Failed_Candidate_69,Failed Clinical Trial,2,562.2388365510747,6.134466137811935,1011.811976248529,2,6,101.17262107494705,18,1,27,Immunology
FAILED_0070,Failed_Candidate_70,Failed Clinical Trial,2,390.3373412566242,7.592756933463496,751.5183095321767,0,11,57.12021957642964,11,2,18,Immunology
FAILED_0071,Failed_Candidate_71,Failed Clinical Trial,2,647.6425248048645,7.98272252262167,508.32785380618895,3,9,82.00183766558462,13,1,25,Pain/Inflammation
FAILED_0072,Failed_Candidate_72,Failed Clinical Trial,3,599.7070751212286,-1.7925592999597464,1251.3140219789186,7,9,35.66957023626499,10,0,43,Immunology
FAILED_0073,Failed_Candidate_73,Failed Clinical Trial,2,369.40452147043635,8.633759511018571,1170.8167166825224,0,8,174.75491484995914,7,2,27,Pain/Inflammation
FAILED_0074,Failed_Candidate_74,Failed Clinical Trial,3,273.27759942318005,8.027642666988317,1348.4822034519095,1,3,47.183945632582024,14,2,22,Pain/Inflammation
FAILED_0075,Failed_Candidate_75,Failed Clinical Trial,2,307.5811573241273,6.700530516487904,1299.714598716655,3,14,146.32181436463495,19,0,42,Immunology
FAILED_0076,Failed_Candidate_76,Failed Clinical Trial,2,376.2910875637081,-0.11240076360124718,948.9492621399744,6,13,104.96452950809717,5,2,39,Metabolic
FAILED_0077,Failed_Candidate_77,Failed Clinical Trial,3,374.1252142284928,7.348342004019687,590.8851857440648,4,6,161.98722808077414,17,2,31,Cardiovascular
FAILED_0078,Failed_Candidate_78,Failed Clinical Trial,2,535.0060309108778,-1.6317354680254983,907.9332197712472,1,12,145.98698028791202,6,2,22,Immunology
FAILED_0079,Failed_Candidate_79,Failed Clinical Trial,1,319.1283126062207,-1.0235723841436646,1049.3814447233567,6,13,153.86492301360082,10,1,48,Metabolic
FAILED_0080,Failed_Candidate_80,Failed Clinical Trial,2,387.30824809224043,7.24404988453634,655.7328678343956,3,4,51.22329630748464,14,0,38,CNS/Neurology
FAILED_0081,Failed_Candidate_81,Failed Clinical Trial,3,661.133824328538,8.007463994510852,838.1086196465316,4,6,115.12703979235368,11,1,44,Oncology
FAILED_0082,Failed_Candidate_82,Failed Clinical Trial,3,591.888140987861,-0.38853750577272295,696.9928820790258,2,6,57.29932766538846,15,0,22,Anti-infective
FAILED_0083,Failed_Candidate_83,Failed Clinical Trial,1,659.4343151091657,7.083770863926041,1332.970514834411,7,13,122.3510819306853,12,2,28,CNS/Neurology
FAILED_0084,Failed_Candidate_84,Failed Clinical Trial,2,383.65275898598577,-1.5640906117590803,891.6179500622774,5,9,133.28155177265378,18,2,27,Oncology
FAILED_0085,Failed_Candidate_85,Failed Clinical Trial,2,468.4585314842336,-1.5139664334715344,1073.8961905467932,5,6,97.95659920264205,17,2,33,Anti-infective
FAILED_0086,Failed_Candidate_86,Failed Clinical Trial,2,354.52032482845664,-0.9370070228175036,599.8565295465266,4,5,75.45227950828036,6,0,31,Anti-infective
FAILED_0087,Failed_Candidate_87,Failed Clinical Trial,2,673.0400814337052,-1.7049788745481558,1245.980484895545,0,10,160.9561609663243,12,2,19,CNS/Neurology
FAILED_0088,Failed_Candidate_88,Failed Clinical Trial,1,687.7062399470346,8.084027916439005,1287.2906539232786,6,3,113.10852438265317,7,2,35,Anti-infective
FAILED_0089,Failed_Candidate_89,Failed Clinical Trial,1,404.24472205512905,-0.29969460708208095,1009.1135634179595,2,12,81.09210760080897,13,1,45,Anti-infective
FAILED_0090,Failed_Candidate_90,Failed Clinical Trial,3,583.3775491410415,-0.5034789352929181,729.1957121760411,3,13,135.5034722290044,18,1,37,Cardiovascular
FAILED_0091,Failed_Candidate_91,Failed Clinical Trial,2,449.38953843835503,7.06490431537423,815.597630240434,1,13,161.66297041897963,16,2,22,Anti-infective
FAILED_0092,Failed_Candidate_92,Failed Clinical Trial,2,557.0101444978452,-0.4359158071739089,736.4591321441347,3,12,55.07927549225562,18,2,25,Immunology
FAILED_0093,Failed_Candidate_93,Failed Clinical Trial,1,272.6741406630868,-1.0668711173177163,1335.4759754380957,7,4,144.65552838647938,13,1,30,Immunology
FAILED_0094,Failed_Candidate_94,Failed Clinical Trial,2,463.23568786156136,-1.7608095955591796,910.430030665767,7,14,133.24111111211514,7,1,38,CNS/Neurology
FAILED_0095,Failed_Candidate_95,Failed Clinical Trial,2,583.0752554617236,-1.4986641010605248,1015.6434116689624,2,6,52.82687639634128,10,1,47,Pain/Inflammation
FAILED_0096,Failed_Candidate_96,Failed Clinical Trial,1,435.6577241893169,7.472876571112717,902.1062882304368,5,7,109.34860502906771,13,0,36,Metabolic
FAILED_0097,Failed_Candidate_97,Failed Clinical Trial,1,491.05618963863344,-0.7914218214170392,1150.4824040701146,2,11,174.4660867029371,7,1,38,Cardiovascular
FAILED_0098,Failed_Candidate_98,Failed Clinical Trial,2,422.781113124904,-1.7124852841407356,1165.886726157197,3,4,26.473734404737677,12,2,18,Metabolic
FAILED_0099,Failed_Candidate_99,Failed Clinical Trial,2,620.3166275899071,-1.1201439476964494,570.7576492803432,5,3,39.96060659456145,16,1,31,Oncology
FAILED_0100,Failed_Candidate_100,Failed Clinical Trial,3,687.0433116114509,8.525272729532695,1072.6717479570455,1,6,175.12719722067774,14,1,22,Oncology
FAILED_0101,Failed_Candidate_101,Failed Clinical Trial,2,524.6414667206773,7.151963060408415,731.6994135776571,2,14,174.64886381113826,15,2,28,Anti-infective
FAILED_0102,Failed_Candidate_102,Failed Clinical Trial,3,407.5358474786902,-1.7784581964691983,1009.8240620243887,2,10,129.89447120651613,6,0,39,CNS/Neurology
FAILED_0103,Failed_Candidate_103,Failed Clinical Trial,1,256.12693546616663,8.365046684331645,1343.9970339607266,1,10,131.57076933437412,13,1,43,Immunology
FAILED_0104,Failed_Candidate_104,Failed Clinical Trial,2,603.0020829472085,-0.17773859521750457,980.0783451071987,6,4,151.6794168800741,11,0,37,Oncology
FAILED_0105,Failed_Candidate_105,Failed Clinical Trial,3,486.9275782896933,7.412690173660376,884.6253748162516,5,12,97.8981709071486,19,1,35,Immunology
FAILED_0106,Failed_Candidate_106,Failed Clinical Trial,1,282.3159086596423,6.35316938356176,954.4220982304339,5,5,25.33886143180755,8,2,22,Cardiovascular
FAILED_0107,Failed_Candidate_107,Failed Clinical Trial,2,423.7975469880945,8.316703761683938,498.7926022478155,0,5,164.97588311459717,13,2,38,Pain/Inflammation
FAILED_0108,Failed_Candidate_108,Failed Clinical Trial,3,479.5665171655255,-1.3954644269726335,656.0146396305322,7,9,21.883248516055556,18,1,46,Immunology
FAILED_0109,Failed_Candidate_109,Failed Clinical Trial,2,625.9430715241944,6.785097836340236,707.3643627494739,0,3,95.17805327562913,13,2,49,Immunology
FAILED_0110,Failed_Candidate_110,Failed Clinical Trial,3,690.3134280846843,-1.6326742511119907,512.2770629160102,7,12,166.29917883418315,12,1,20,Pain/Inflammation
FAILED_0111,Failed_Candidate_111,Failed Clinical Trial,2,402.5440695295317,-0.2697412087431581,671.9199494423042,1,7,176.53119913912053,18,0,33,CNS/Neurology
FAILED_0112,Failed_Candidate_112,Failed Clinical Trial,2,552.515113769872,-0.12185244997780642,1376.2428062873696,0,14,153.9348133861967,5,1,21,Immunology
FAILED_0113,Failed_Candidate_113,Failed Clinical Trial,2,633.8034930450458,6.553943460816118,1337.8289368748544,0,4,167.37395010864003,13,1,23,Immunology
FAILED_0114,Failed_Candidate_114,Failed Clinical Trial,1,309.61389547984203,-0.2651222855668127,871.5715320804786,3,4,128.01289202110178,11,2,37,Immunology
FAILED_0115,Failed_Candidate_115,Failed Clinical Trial,2,479.07552037753936,-0.5877881201105823,1194.535172847599,1,12,44.988376654177955,12,1,46,Metabolic
FAILED_0116,Failed_Candidate_116,Failed Clinical Trial,1,355.2343182334825,-0.6040566342461673,856.7137953929539,6,9,129.5133810794238,11,2,36,Pain/Inflammation
FAILED_0117,Failed_Candidate_117,Failed Clinical Trial,2,602.6605936626452,-0.9257284277246072,1116.2061783916215,6,7,43.52396507686141,10,0,34,Cardiovascular
FAILED_0118,Failed_Candidate_118,Failed Clinical Trial,1,476.57399393689343,-1.6019127049498472,1083.4981098594067,6,12,145.3307256912434,14,2,47,Oncology
FAILED_0119,Failed_Candidate_119,Failed Clinical Trial,1,582.5265695508995,8.792624830481865,930.6294505314886,7,12,178.91545113266017,16,1,34,Pain/Inflammation
FAILED_0120,Failed_Candidate_120,Failed Clinical Trial,3,297.055764508755,-0.6792321877648104,1276.410759763687,1,6,120.02048872475278,16,0,26,Cardiovascular
FAILED_0121,Failed_Candidate_121,Failed Clinical Trial,3,483.51067438604923,-0.7829508036823898,834.5018206241796,4,3,81.68918906910532,15,0,47,Immunology
FAILED_0122,Failed_Candidate_122,Failed Clinical Trial,2,498.3451563683269,6.5530773731861895,1442.4008660132035,4,8,30.117189912653135,16,0,41,Anti-infective
FAILED_0123,Failed_Candidate_123,Failed Clinical Trial,3,693.8202445653603,-0.8936137268101032,571.0644703962186,4,11,148.00124560730978,14,0,27,CNS/Neurology
FAILED_0124,Failed_Candidate_124,Failed Clinical Trial,1,538.9778157404419,6.359703319669978,856.3132257986182,2,12,158.01421797257785,19,2,47,Anti-infective
FAILED_0125,Failed_Candidate_125,Failed Clinical Trial,2,380.44497178706257,-0.697259324545229,937.4425859454631,5,6,119.32676972899873,14,1,28,Metabolic
FAILED_0126,Failed_Candidate_126,Failed Clinical Trial,3,463.0351721169337,8.759441977484698,753.71627890182,4,3,129.8748159928928,14,0,24,Oncology
FAILED_0127,Failed_Candidate_127,Failed Clinical Trial,2,658.8414568859965,-1.252508680717667,1334.9473127852539,0,14,121.21098153699181,14,2,40,Cardiovascular
FAILED_0128,Failed_Candidate_128,Failed Clinical Trial,1,269.127076104769,6.99707901732219,527.7913640384766,2,9,68.49049487025152,12,2,31,Cardiovascular
FAILED_0129,Failed_Candidate_129,Failed Clinical Trial,1,522.5006483662894,6.586727536502616,690.109612914612,3,14,20.90999185496802,5,2,26,Anti-infective
FAILED_0130,Failed_Candidate_130,Failed Clinical Trial,1,537.0019592857387,-1.7311053828597236,539.2897900786809,2,11,167.89899794945956,6,1,31,Cardiovascular
FAILED_0131,Failed_Candidate_131,Failed Clinical Trial,3,605.5228424762968,6.476004199377669,616.189769771002,4,13,153.47598376447027,11,2,27,Anti-infective
FAILED_0132,Failed_Candidate_132,Failed Clinical Trial,2,597.1429622791684,6.596314872650639,669.7302849554708,4,14,25.663753824202384,14,0,21,Oncology
FAILED_0133,Failed_Candidate_133,Failed Clinical Trial,2,267.51505153242977,6.985108255191202,1117.518780047995,6,3,86.11774386527101,13,0,27,Oncology
FAILED_0134,Failed_Candidate_134,Failed Clinical Trial,2,547.2479988020283,-1.3403315508486582,1493.0220902217116,2,6,50.046212506538566,17,1,37,Immunology
FAILED_0135,Failed_Candidate_135,Failed Clinical Trial,2,453.4795565815772,8.705567116655224,732.6386702278072,5,11,65.50443393400529,10,1,22,Metabolic
FAILED_0136,Failed_Candidate_136,Failed Clinical Trial,1,370.2635173850672,6.704344812610206,1437.6915271176786,4,6,57.505955745399326,15,0,20,CNS/Neurology
FAILED_0137,Failed_Candidate_137,Failed Clinical Trial,1,390.4783867591032,8.016359208072448,1395.9018850321067,7,9,23.487799850706637,17,2,37,Cardiovascular
FAILED_0138,Failed_Candidate_138,Failed Clinical Trial,1,268.2745367891437,8.421209480101083,805.7554841325059,0,10,71.17478938164993,18,2,48,Cardiovascular
FAILED_0139,Failed_Candidate_139,Failed Clinical Trial,1,501.4864671168666,-0.7661871817090804,1236.7100294436405,5,12,38.38894304418005,19,1,46,Cardiovascular
FAILED_0140,Failed_Candidate_140,Failed Clinical Trial,2,388.4886191378639,8.60485488949473,536.0390951677446,3,13,73.48098959658441,7,1,25,Oncology
FAILED_0141,Failed_Candidate_141,Failed Clinical Trial,2,421.4476085120838,-0.2518203948876405,1122.174477689623,4,7,115.15786700423124,18,1,29,CNS/Neurology
FAILED_0142,Failed_Candidate_142,Failed Clinical Trial,2,268.65961983258353,-1.4585709967116889,1198.042993575264,7,14,95.86940914254166,7,1,21,Metabolic
FAILED_0143,Failed_Candidate_143,Failed Clinical Trial,3,296.79719446915567,7.449089802370699,1299.243097713093,1,10,102.44924126374953,18,0,46,Pain/Inflammation
FAILED_0144,Failed_Candidate_144,Failed Clinical Trial,1,614.6921375214849,8.124769534485887,503.0348441249233,5,7,23.90851642068066,17,2,29,Cardiovascular
FAILED_0145,Failed_Candidate_145,Failed Clinical Trial,2,512.3658949502026,-0.14765779523910894,1316.467357667001,5,6,67.93938687660341,6,1,28,Pain/Inflammation
FAILED_0146,Failed_Candidate_146,Failed Clinical Trial,2,558.7909028716019,-1.5030939096620926,633.704599064948,4,9,151.0002774342834,15,1,43,Oncology
FAILED_0147,Failed_Candidate_147,Failed Clinical Trial,3,301.52889865878706,-1.114290049182628,511.5665378544165,3,4,85.38884718099992,10,1,39,Oncology
FAILED_0148,Failed_Candidate_148,Failed Clinical Trial,2,411.94305666994325,-0.9813134794966889,683.3707729106222,4,8,27.79938347272184,19,0,43,Cardiovascular
FAILED_0149,Failed_Candidate_149,Failed Clinical Trial,2,460.1680201848718,6.662356633517086,1097.3101400605633,3,5,134.47534490366743,15,2,22,Pain/Inflammation
FAILED_0150,Failed_Candidate_150,Failed Clinical Trial,3,315.2580302778033,-0.18696835455273275,939.1486414255049,7,6,105.80752684323288,17,1,34,Metabolic
FAILED_0151,Failed_Candidate_151,Failed Clinical Trial,3,648.3795812330118,7.749892599082839,1074.5767819957748,7,7,126.84553411426548,5,2,25,Anti-infective
FAILED_0152,Failed_Candidate_152,Failed Clinical Trial,2,542.6721682274331,-0.683926386514593,1440.6788767905512,0,13,114.65034280361544,11,2,30,Oncology
FAILED_0153,Failed_Candidate_153,Failed Clinical Trial,1,681.2620972048387,-1.8628990030985255,1293.1561869547882,3,9,144.50233000422716,14,1,27,Cardiovascular
FAILED_0154,Failed_Candidate_154,Failed Clinical Trial,2,649.5403910693112,-1.4399669997810867,724.7613240762107,7,10,69.92853341477337,9,0,35,CNS/Neurology
FAILED_0155,Failed_Candidate_155,Failed Clinical Trial,1,689.1099060210495,7.3579019778066055,563.701711958681,7,6,95.81879880045187,10,0,22,Immunology
FAILED_0156,Failed_Candidate_156,Failed Clinical Trial,2,260.3384055274612,-0.5575502269038253,1017.9471858977248,6,13,152.25931811486606,12,2,36,CNS/Neurology
FAILED_0157,Failed_Candidate_157,Failed Clinical Trial,3,600.4539598672313,7.388307879884335,1230.951179303544,4,6,152.85103620452438,7,1,47,Anti-infective
FAILED_0158,Failed_Candidate_158,Failed Clinical Trial,1,319.5640207620544,7.284120333201182,597.6720447129782,5,10,132.1506054206703,12,0,34,CNS/Neurology
FAILED_0159,Failed_Candidate_159,Failed Clinical Trial,1,682.6955649091261,-0.8992301878801443,1071.4711877868444,5,4,175.21885311657007,6,1,35,Anti-infective
FAILED_0160,Failed_Candidate_160,Failed Clinical Trial,3,555.6418652678997,6.089587483183806,1156.8205095849444,2,4,76.75473479251016,16,2,40,CNS/Neurology
FAILED_0161,Failed_Candidate_161,Failed Clinical Trial,3,591.187970959339,8.770861041963421,1348.8346153483087,3,4,151.81923417803486,9,1,47,Immunology
FAILED_0162,Failed_Candidate_162,Failed Clinical Trial,1,445.31787874206213,8.766244683161409,1469.6832734481754,0,3,59.75600467651265,5,0,32,Anti-infective
FAILED_0163,Failed_Candidate_163,Failed Clinical Trial,1,281.65887033399036,-1.7906624837315224,695.9864440447009,3,14,128.39253738789287,12,0,22,Pain/Inflammation
FAILED_0164,Failed_Candidate_164,Failed Clinical Trial,1,256.86478776251465,-0.37724842175272366,404.1071265137723,7,6,20.65690141657411,8,1,43,Metabolic
FAILED_0165,Failed_Candidate_165,Failed Clinical Trial,3,461.453782618549,-0.8862537297018305,968.7910921223478,2,11,147.47521246760743,9,1,27,CNS/Neurology
FAILED_0166,Failed_Candidate_166,Failed Clinical Trial,2,592.0242938173621,-0.3261995960024042,1188.1143099558024,4,6,77.53158209555365,11,1,44,Immunology
FAILED_0167,Failed_Candidate_167,Failed Clinical Trial,2,317.4475359895248,-1.971272125922367,1280.046917565603,7,12,127.40252305407327,7,1,45,Pain/Inflammation
FAILED_0168,Failed_Candidate_168,Failed Clinical Trial,2,419.3265595493102,6.709900825359442,1159.3165235382162,6,11,122.04423133852225,7,1,22,Anti-infective
