material_name,quantum_coherence,base_nrci,final_nrci,nrci_change,predicted_nrci,prediction_error,coherence_transfer
Ferrite (MnZn),0.98,0.95,0.9259203142536476,-0.02407968574635233,0.49625151562995296,0.42966879862369467,0.9551599031248155
Ferrite (NiZn),0.98,0.95,0.9326094276094276,-0.0173905723905724,0.49625151562995296,0.4363579119794746,0.962060251639199
Garnet (YIG),0.98,0.95,0.9021808361391692,-0.04781916386083074,0.49625151562995296,0.40592932050921626,0.9306707572804062
SiC-Fiber/SiC-Matrix (CVI),0.95,0.95,0.9474663299663298,-0.00253367003367011,0.5062151811882539,0.4412511487780759,0.9474663299663298
SiC-Fiber/SiC-Matrix (PIP),0.95,0.95,0.9374270482603816,-0.012572951739618365,0.5062151811882539,0.43121186707212766,0.9374270482603816
C-Fiber/SiC-Matrix,0.95,0.95,0.9474663299663298,-0.00253367003367011,0.5062151811882539,0.4412511487780759,0.9474663299663298
C-Fiber/C-Matrix (C/C),0.92,0.95,0.8446583894500561,-0.10534161054994384,0.5163788957705495,0.3282794936795066,0.8179849666253176
Al2O3-Fiber/Al2O3-Matrix,0.98,0.95,0.908263187429854,-0.04173681257014594,0.49625151562995296,0.41201167179990106,0.9369451828223757
Alumina-Zirconia (ZTA 10%),0.98,0.95,0.8841308922558923,-0.0658691077441077,0.49625151562995296,0.3878793766259393,0.9120508151692363
Alumina-Zirconia (ZTA 20%),0.98,0.95,0.8841308922558923,-0.0658691077441077,0.49625151562995296,0.3878793766259393,0.9120508151692363
Alumina-SiC Whisker (15%),0.98,0.95,0.8616154601571269,-0.08838453984287309,0.49625151562995296,0.3653639445271739,0.8888243694252468
Alumina-SiC Whisker (30%),0.98,0.95,0.8595812289562288,-0.09041877104377116,0.49625151562995296,0.36332971332627584,0.8867258993443202
Alumina-Graphene (0.5wt%),0.98,0.95,0.8841308922558923,-0.0658691077441077,0.49625151562995296,0.3878793766259393,0.9120508151692363
Alumina-Graphene (1.0wt%),0.98,0.95,0.8841308922558923,-0.0658691077441077,0.49625151562995296,0.3878793766259393,0.9120508151692363
Zirconia-Toughened Alumina (ZTA),0.98,0.95,0.8784708193041526,-0.07152918069584735,0.49625151562995296,0.38221930367419965,0.9062120030716522
Alumina-Toughened Zirconia (ATZ),0.92,0.95,0.894648569023569,-0.055351430976430915,0.5163788957705495,0.3782696732530195,0.8663965089491407
Si3N4-SiC Nanocomposite,0.95,0.95,0.860040684624018,-0.08995931537598201,0.5062151811882539,0.353825503435764,0.860040684624018
Si3N4-TiN Composite,0.95,0.95,0.8616154601571269,-0.08838453984287309,0.5062151811882539,0.35540027896887294,0.8616154601571269
WC-Co (6%),0.98,0.95,0.908263187429854,-0.04173681257014594,0.49625151562995296,0.41201167179990106,0.9369451828223757
WC-Co (12%),0.98,0.95,0.908263187429854,-0.04173681257014594,0.49625151562995296,0.41201167179990106,0.9369451828223757
TiC-NiMo,0.92,0.95,0.9021808361391692,-0.04781916386083074,0.5163788957705495,0.3858019403686197,0.8736909149979324
MAX Phase (Ti3SiC2),0.95,0.95,0.8841308922558923,-0.0658691077441077,0.5062151811882539,0.3779157110676383,0.8841308922558923
MAX Phase (Ti2AlC),0.98,0.95,0.894648569023569,-0.055351430976430915,0.49625151562995296,0.3983970533936161,0.9229006290979975
MAX Phase (Cr2AlC),0.98,0.95,0.8878317901234567,-0.06216820987654326,0.49625151562995296,0.39158027449350374,0.9158685834957764
MXene (Ti3C2Tx),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Diamond-SiC Composite,0.95,0.95,0.894648569023569,-0.055351430976430915,0.5062151811882539,0.3884333878353151,0.894648569023569
B4C-TiB2 Composite,0.92,0.95,0.8400035072951739,-0.10999649270482603,0.5163788957705495,0.3236246115246244,0.8134770807490107
Al2O3-Cu Interpenetrating,0.98,0.95,0.9474663299663298,-0.00253367003367011,0.49625151562995296,0.4512148143363769,0.9773863193336877
SiC-Al Interpenetrating,0.95,0.95,0.96885101010101,0.01885101010101009,0.5062151811882539,0.4626358289127561,0.96885101010101
Glass-Ceramic (LAS),0.98,0.95,0.9374270482603816,-0.012572951739618365,0.49625151562995296,0.44117553263042864,0.9670300076791305
Glass-Ceramic (MAS),0.98,0.95,0.9259203142536476,-0.02407968574635233,0.49625151562995296,0.42966879862369467,0.9551599031248155
Zirconia-CNT (1wt%),0.92,0.95,0.908263187429854,-0.04173681257014594,0.5163788957705495,0.3918842916593045,0.8795811920373323
Mullite-Cordierite Composite,0.98,0.95,0.894648569023569,-0.055351430976430915,0.49625151562995296,0.3983970533936161,0.9229006290979975
SiAlON (alpha),0.98,0.95,0.860040684624018,-0.08995931537598201,0.49625151562995296,0.363789168994065,0.8871998641384606
SiAlON (beta),0.98,0.95,0.860040684624018,-0.08995931537598201,0.49625151562995296,0.363789168994065,0.8871998641384606
Alumina-Carbon Nanotube (CNT),0.98,0.95,0.8878317901234567,-0.06216820987654326,0.49625151562995296,0.39158027449350374,0.9158685834957764
Diamond-like Carbon (DLC) on Si,0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
TiN on Steel,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Fly Ash Geopolymer (NaOH activator),0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Fly Ash Geopolymer (Na2SiO3 activator),0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Fly Ash Geopolymer (KOH activator),0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Metakaolin Geopolymer (Na2SiO3),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Metakaolin Geopolymer (K2SiO3),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Slag Geopolymer (NaOH),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Slag Geopolymer (Na2CO3),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Fly Ash/Slag (70/30) Blend,0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Fly Ash/Slag (50/50) Blend,0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Geopolymer Concrete (Basalt aggregate),0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Geopolymer Foam (H2O2),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Geopolymer-Basalt Fiber Composite,0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Geopolymer-Carbon Fiber Composite,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Red Mud Geopolymer,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Rice Husk Ash Geopolymer,0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Geopolymer-Hemp Composite,0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
High-Temperature Geopolymer (Phosphate),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Ferro-sialate Geopolymer,0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Geopolymer Mortar,0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Self-healing Geopolymer (Microcapsules),0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Concrete + Nano-Silica (3%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + Titanium Dioxide (3%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + Graphene Oxide (0.1%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + Carbon Nanotubes (0.1%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + Basalt Fibers (1%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + Bacterial Spores (1%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + Mullite (5%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + Cordierite (5%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + Spinel (5%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + SiC particles (5%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + AlN particles (2%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + B4C particles (2%),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + Wollastonite,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + Phase Change Material (PCM),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Concrete + Superabsorbent Polymer (SAP),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
UHPC (Ultra-High Performance Concrete),0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Shotcrete Mix,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Lightweight Concrete (Expanded Clay),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Heavyweight Concrete (Barite),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Pervious Concrete,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Low-Coherence Mix (High w/c),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Cracked Alumina,0.98,0.95,0.8666673681257014,-0.08333263187429851,0.49625151562995296,0.3704158524957485,0.894035811329671
Amorphous Silica,0.95,0.95,0.9374270482603816,-0.012572951739618365,0.5062151811882539,0.43121186707212766,0.9374270482603816
Over-reinforced Composite (30% SiC),0.98,0.95,0.8595812289562288,-0.09041877104377116,0.49625151562995296,0.36332971332627584,0.8867258993443202
Under-sintered Alumina,0.98,0.95,0.9259203142536476,-0.02407968574635233,0.49625151562995296,0.42966879862369467,0.9551599031248155
Phase-separated Zirconia,0.92,0.95,0.9374270482603816,-0.012572951739618365,0.5163788957705495,0.4210481524898321,0.9078240888416328
Geopolymer (Wrong Activator Ratio),0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Bloated Ceramic,0.92,0.95,0.9326094276094276,-0.0173905723905724,0.5163788957705495,0.41623053183887804,0.9031586035796563
Devitrified Glass,0.92,0.95,0.9652062289562288,0.015206228956228807,0.5163788957705495,0.44882733318567924,0.934726032252348
Thermal Shocked SiC,0.95,0.95,0.8400035072951739,-0.10999649270482603,0.5062151811882539,0.33378832610692,0.8400035072951739
Agglomerated Nanoparticles in Concrete,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Contaminated Raw Material (Fe),0.98,0.95,0.8784708193041526,-0.07152918069584735,0.49625151562995296,0.38221930367419965,0.9062120030716522
Wrong Firing Atmosphere (Oxidized Si3N4),0.95,0.95,0.908263187429854,-0.04173681257014594,0.5062151811882539,0.4020480062416001,0.908263187429854
PZT Depoled,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
C/C Composite (Oxidized),0.92,0.95,0.9652062289562288,0.015206228956228807,0.5163788957705495,0.44882733318567924,0.934726032252348
Geopolymer (Efflorescence),0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Concrete (Alkali-Silica Reaction),0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Slump Failed Concrete,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Segregated Concrete Mix,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Freeze-Thaw Damaged Concrete,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Dosage Study: Nano-Silica in OPC,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Dosage Study: Graphene Oxide in OPC,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Dosage Study: CNTs in OPC,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Dosage Study: SiC particles in Al2O3,0.98,0.95,0.8666673681257014,-0.08333263187429851,0.49625151562995296,0.3704158524957485,0.894035811329671
Dosage Study: Y2O3 in ZrO2,0.92,0.95,0.894648569023569,-0.055351430976430915,0.5163788957705495,0.3782696732530195,0.8663965089491407
Dosage Study: Basalt Fibers in Geopolymer,0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Dosage Study: TiO2 in OPC,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Dosage Study: Bacterial Spores in OPC,0.92,0.95,0.969664702581369,0.019664702581369098,0.5163788957705495,0.45328580681081954,0.9390437119735364
Dosage Study: Slag in Fly Ash Geopolymer,0.95,0.95,0.969664702581369,0.019664702581369098,0.5062151811882539,0.4634495213931151,0.969664702581369
Dosage Study: Cobalt in WC,0.98,0.95,0.908263187429854,-0.04173681257014594,0.49625151562995296,0.41201167179990106,0.9369451828223757
