chembl_id,name,therapeutic_area,ubp_energy,ubp_nrci,ubp_crv,ubp_resonance,drug_likeness_score,molecular_weight,logp,complexity,heavy_atoms,aromatic_rings,ubp_therapeutic_potential,ubp_complexity_index,candidate_id,energy_score,nrci_score,crv_score,resonance_score,composite_score
NOVEL_0075,NOVEL_0075,Cardiovascular,225559383.17560035,0.9999976039534255,17.681476517321475,0.39841428690553043,1.0,428.068357966906,2.9781937030392216,724.4185696951425,18,3,0.39841428690553043,1.7681476517321475,NOVEL_0075,0.9478440117476917,0.7132345952783101,0.9875200611426294,0.4467365436711712,0.7988891763637767
NOVEL_0093,NOVEL_0093,Anti-infective,230881817.63069132,0.9999970223140183,20.91632243126953,0.456583029364657,1.0,301.7813737688573,2.8472175888175015,1098.7144342621527,35,2,0.456583029364657,2.091632243126953,NOVEL_0093,0.8973826265936629,0.8898175625672031,0.6669638749179453,0.6901879993443447,0.796447747218255
NOVEL_0028,NOVEL_0028,Pain/Inflammation,213221599.87323925,0.9999973961127628,20.007873876138355,0.4220073365757398,1.0,229.15294813123057,3.075036133495849,1191.048465093837,32,3,0.4220073365757398,2.0007873876138356,NOVEL_0028,0.9351828924968719,0.8550783244731012,0.7639958750224864,0.5454796493867182,0.7944193475003021
NOVEL_0094,NOVEL_0094,Cardiovascular,234935650.33907738,0.9999974983555394,17.30073747262564,0.4146289305216235,1.0,483.322917673182,0.7054092438885678,665.7530774461698,18,3,0.4146289305216235,1.7300737472625642,NOVEL_0094,0.8589487077969357,0.7853013302791636,0.9468530681510512,0.5145990833217982,0.7936430286109941
NOVEL_0043,NOVEL_0043,CNS/Neurology,180086700.65748438,0.9999969266461808,17.892802165093457,0.4695010358282848,1.0,289.29055235279327,0.4999244358093169,348.136767072632,27,3,0.4695010358282848,1.7892802165093458,NOVEL_0043,0.6210347474188584,0.8245277262773202,0.9899081045351262,0.7442532471907373,0.7887700313669166
NOVEL_0059,NOVEL_0059,Cardiovascular,248319836.22754738,0.9999973193907757,20.007641616593034,0.46230253868825166,1.0,426.5411767020857,3.1015477567673235,933.6717912893013,24,2,0.46230253868825166,2.0007641616593035,NOVEL_0059,0.732054790212814,0.9074383036065833,0.7640206828204608,0.7141256471548303,0.7803063131015712
NOVEL_0018,NOVEL_0018,Cardiovascular,203714076.96172568,0.9999964462694275,17.15698401391781,0.49421603910303025,1.0,390.0589132282684,2.6788734203737925,381.26079304896746,31,2,0.49421603910303025,1.715698401391781,NOVEL_0018,0.8450431679879602,0.49668798008526105,0.9314986647106138,0.8476920232384045,0.7800980162430377
NOVEL_0089,NOVEL_0089,Immunology,241590085.5355858,0.9999971388298518,18.95750249162921,0.6745915700069457,1.0,458.18960536722017,2.675348594668293,466.0165842769705,23,3,0.6745915700069457,1.895750249162921,NOVEL_0089,0.7958587777532979,0.9693354014262515,0.8761867478196603,0.39738903387339675,0.7796159774121467
NOVEL_0079,NOVEL_0079,Cardiovascular,226025746.31590626,0.9999968391615732,19.015592726554843,0.6665470750841048,1.0,362.8547931840227,2.157640715682213,599.5342073212358,33,2,0.6665470750841048,1.9015592726554842,NOVEL_0079,0.9434224767822195,0.764822648247014,0.869982090825558,0.4310573566929454,0.7779393991413979
NOVEL_0019,NOVEL_0019,Oncology,241417671.28272766,0.9999974048388994,22.25650179361017,0.5212392448935438,1.0,413.34485973140534,4.047505230698577,613.7993885625565,31,3,0.5212392448935438,2.225650179361017,NOVEL_0019,0.7974934173327851,0.8491230521044504,0.5238184174319533,0.9607912326854543,0.7746416391210273
NOVEL_0085,NOVEL_0085,Pain/Inflammation,224914869.9526364,0.9999970234456343,14.48954766038092,0.6544450702885087,1.0,477.6705538720329,2.2541968570206605,401.9142412566797,27,3,0.6544450702885087,1.448954766038092,NOVEL_0085,0.9539545670312312,0.8905898495425442,0.6465879968766222,0.4817074233695946,0.7668223163880797
NOVEL_0036,NOVEL_0036,CNS/Neurology,244402837.52362055,0.9999970681616032,20.28706795956873,0.43708849191110194,1.0,456.6381752033022,3.5182892969001185,726.7564461785927,24,2,0.43708849191110194,2.028706795956873,NOVEL_0036,0.7691914016477605,0.9211068797026075,0.7341749675208044,0.6085982430576581,0.7662975309117127
NOVEL_0074,NOVEL_0074,Oncology,233451658.3619069,0.999996495914115,20.776811812228445,0.536057413851671,1.0,378.16492926736964,1.8461524075494806,708.8411749971897,18,1,0.536057413851671,2.0776811812228444,NOVEL_0074,0.87301826400422,0.5305686823257623,0.6818650978049414,0.9771908406625813,0.7604520923664582
NOVEL_0058,NOVEL_0058,Pain/Inflammation,195541629.28569043,0.9999967985991285,15.545749579026968,0.47742223475823287,1.0,342.86320903670423,4.156857450312506,576.9995157939445,27,2,0.47742223475823287,1.5545749579026968,NOVEL_0058,0.7675611372910665,0.7371402479290722,0.7594016329395705,0.777405543916555,0.7598849201877916
NOVEL_0070,NOVEL_0070,Oncology,216368599.7647803,0.9999972050391324,18.871108365277216,0.1647087117944513,1.0,480.1075471279624,0.0376718156703737,502.79951794127544,16,3,0.1647087117944513,1.8871108365277216,NOVEL_0070,0.9650192342962237,0.9854791610928192,0.885414562460202,0.0,0.7572292011771223
NOVEL_0031,NOVEL_0031,Anti-infective,209805774.08967257,0.999997245407204,15.277618658008876,0.362030493814623,1.0,451.68005062080897,4.302023091558376,525.2262244642776,21,3,0.362030493814623,1.5277618658008876,NOVEL_0031,0.9027978435238875,0.9579294133617249,0.7307623892429351,0.2944608193486624,0.7519044675780637
NOVEL_0081,NOVEL_0081,Metabolic,197308268.34797013,0.9999969136909362,18.9817520021963,0.6619538366883856,1.0,230.87480922324352,2.6824067574229735,640.9394090012241,25,2,0.6619538366883856,1.89817520021963,NOVEL_0081,0.7843104378042138,0.8156862408094351,0.873596641314905,0.4502812650398984,0.7476701048803288
NOVEL_0032,NOVEL_0032,Immunology,199425536.33721358,0.9999969237243883,18.625451295598243,0.3768752562212938,1.0,386.8671427457001,0.42673732496884,346.5135490517469,27,3,0.3768752562212938,1.8625451295598243,NOVEL_0032,0.8043840105989555,0.8225337086717658,0.9116533590063967,0.35659004656319004,0.7461799794118653
NOVEL_0068,NOVEL_0068,Pain/Inflammation,199990579.94565144,0.9999968555415202,16.48004641857012,0.40195385301385517,1.0,360.60066920465704,1.166082057749006,608.6341778504343,33,2,0.40195385301385517,1.6480046418570118,NOVEL_0068,0.8097411236634353,0.7760013691481862,0.8591945056566536,0.46155055692113256,0.744031417184467
NOVEL_0099,NOVEL_0099,Anti-infective,246761632.4385823,0.999997655818278,19.651651170520307,0.5907827279892338,1.0,366.253400754738,3.257101941759321,1046.7676233364814,29,3,0.5907827279892338,1.9651651170520306,NOVEL_0099,0.746827940019896,0.6778387107519447,0.8020442613769336,0.7481510363669495,0.7436493323115783
NOVEL_0006,NOVEL_0006,Pain/Inflammation,226616765.42674953,0.999997429272903,17.631869911921378,0.29630356560211873,1.0,364.0130838029839,0.9242722776276352,1172.6261649881026,17,3,0.29630356560211873,1.7631869911921378,NOVEL_0006,0.9378190929853317,0.8324477290717486,0.9822215463140455,0.019376372379502294,0.7388883212179485
NOVEL_0017,NOVEL_0017,CNS/Neurology,237029525.45327482,0.9999977356868044,21.149884578041316,0.5698016979384406,1.0,359.2803749951409,2.238915822865458,797.6037801641951,26,3,0.5698016979384406,2.114988457804132,NOVEL_0017,0.8390969201434704,0.6233313324728049,0.6420169452079804,0.8359621543566044,0.7352585763345583
NOVEL_0076,NOVEL_0076,Immunology,210334756.13378975,0.9999969477239532,17.698849804725747,0.24743631382158493,1.0,481.50213704631136,0.9061653308283008,359.8466406300997,20,3,0.24743631382158493,1.7698849804725747,NOVEL_0076,0.9078130610701046,0.8389125430119015,0.9893757136346785,0.0,0.7294159824826764
NOVEL_0005,NOVEL_0005,Immunology,218262791.55527535,0.9999978281945856,22.25778900003405,0.4822056727890566,1.0,272.3076398078035,3.416317594127291,848.9969920043588,25,3,0.4822056727890566,2.225778900003405,NOVEL_0005,0.9829778474651173,0.560198120243917,0.5236809300495902,0.7974254876611657,0.7253482143451452
NOVEL_0053,NOVEL_0053,Pain/Inflammation,229010610.9961085,0.9999976816520681,19.157285033298784,0.36711646696887495,1.0,360.8289099032361,1.5476380814316388,1032.4155177362538,33,3,0.36711646696887495,1.9157285033298783,NOVEL_0053,0.9151233201592059,0.6602080840941384,0.8548478404102381,0.31574695199606084,0.7164503675730681
NOVEL_0027,NOVEL_0027,Immunology,254298045.32173267,0.9999974638583203,21.834350634869296,0.5698830564147244,1.0,455.902836640208,1.4722444603479286,646.5879557417327,32,3,0.5698830564147244,2.1834350634869297,NOVEL_0027,0.6753760815920903,0.8088444336268923,0.5689086661287129,0.8356216477778942,0.7141754289721073
NOVEL_0026,NOVEL_0026,Anti-infective,224568782.6313909,0.9999967528877538,16.457847784130184,0.3346308573268753,1.0,498.3651532392023,2.349722569954715,551.6043076170827,29,2,0.3346308573268753,1.6457847784130184,NOVEL_0026,0.9572357808745675,0.705943889293637,0.8568234546079947,0.17978614862589204,0.7138197999629566
NOVEL_0086,NOVEL_0086,CNS/Neurology,209020183.91803625,0.9999968430195315,21.385789193696375,0.4090815081757529,1.0,319.7008111610391,0.27380819411015667,601.6775174813108,37,2,0.4090815081757529,2.1385789193696376,NOVEL_0086,0.8953497540154781,0.7674555651331073,0.6168198148238628,0.49138166468351385,0.7129501041305887
NOVEL_0097,NOVEL_0097,Cardiovascular,231022686.69540042,0.9999964488458772,17.41067207960479,0.3869200646390594,1.0,468.3656680682274,3.999276279736576,682.6921540223101,18,1,0.3869200646390594,1.741067207960479,NOVEL_0097,0.8960470632925921,0.49844631376110804,0.9585952573324221,0.3986302064133279,0.7128005530438258
NOVEL_0024,NOVEL_0024,Cardiovascular,222206281.47967055,0.9999964517531239,17.96575543802621,0.7133078609179779,1.0,397.283867690103,2.841543016677358,384.30729104528325,37,2,0.7133078609179779,1.796575543802621,NOVEL_0024,0.9796343809042526,0.5004304043785248,0.9821159164724622,0.2353511939255949,0.7115971332691415
NOVEL_0013,NOVEL_0013,Oncology,194847395.19726548,0.9999966538735083,22.23219088407431,0.5400581467069426,1.0,231.64827794908118,2.282672852414551,496.5963934951502,37,2,0.5400581467069426,2.223219088407431,NOVEL_0013,0.7609791842358139,0.6383702507204594,0.5264150820017863,0.9604467235268233,0.7115794331566703
NOVEL_0040,NOVEL_0040,Anti-infective,252950457.89726317,0.9999973557858564,20.102820884321023,0.6571926647110471,1.0,396.71679061422265,1.9269831048278252,913.4523020755107,38,2,0.6571926647110471,2.010282088432102,NOVEL_0040,0.6881524020200173,0.8825999784572569,0.7538545213312184,0.47020801950614555,0.7096009494543531
NOVEL_0052,NOVEL_0052,Pain/Inflammation,199235284.1817422,0.999996807894346,17.24974870012858,0.3460075445958058,1.0,300.69801943908897,0.8483995194778277,882.1635255018515,26,1,0.3460075445958058,1.7249748700128582,NOVEL_0052,0.8025802519290027,0.7434838974088682,0.9414069231268557,0.22740057106773448,0.7074768949261787
NOVEL_0073,NOVEL_0073,Cardiovascular,205210942.38447586,0.9999961527037665,17.5894087828274,0.6132668146484126,1.0,327.63093158492507,2.538051893422275,518.1687591735722,27,1,0.6132668146484126,1.7589408782827403,NOVEL_0073,0.8592347758430641,0.2963400424722725,0.9776862446071803,0.6540492319398534,0.7070868509107532
NOVEL_0033,NOVEL_0033,Oncology,198225085.46143982,0.9999970023035949,23.08164713559849,0.45979736482174355,1.0,212.32025503036274,1.9941045072239727,690.1686638226679,32,2,0.45979736482174355,2.308164713559849,NOVEL_0033,0.7930026747625003,0.8761611728820348,0.4356840894528514,0.7036408369503748,0.7065902854025466
NOVEL_0030,NOVEL_0030,Metabolic,219806937.0297425,0.9999968475521541,19.16687991898457,0.27376819855004725,1.0,438.73780083083034,4.450026709087831,604.1956411663823,28,2,0.27376819855004725,1.916687991898457,NOVEL_0030,0.9976177120192795,0.7705489160001859,0.8538230042281476,0.0,0.7053782936628672
NOVEL_0016,NOVEL_0016,CNS/Neurology,172918162.24271196,0.9999968997568548,16.799027418857374,0.4284571957770384,1.0,290.2634929450309,1.424202471887338,333.19825261907954,20,3,0.4284571957770384,1.6799027418857375,NOVEL_0016,0.5530706642551326,0.8061767345873874,0.8932650804606944,0.5724740031420277,0.7052764536669658
NOVEL_0003,NOVEL_0003,Oncology,215778214.50333372,0.9999963755983744,21.159961840421513,0.5994990501731061,1.0,357.4323980775167,1.9993048585762774,341.9990968922539,39,2,0.5994990501731061,2.1159961840421513,NOVEL_0003,0.9594218599521165,0.4484575443684151,0.640940586047293,0.7116709401147201,0.702510278612506
NOVEL_0064,NOVEL_0064,Cardiovascular,177752919.7748436,0.9999970485724053,16.874876805910713,0.37429761598179545,1.0,306.79744528159586,4.471086314479629,415.87355846967955,27,3,0.37429761598179545,1.6874876805910712,NOVEL_0064,0.5989084409367935,0.9077379612493762,0.9013666044170248,0.34580194556636057,0.7011090628109105
NOVEL_0072,NOVEL_0072,Anti-infective,239123312.70402923,0.9999965902044136,21.119488514574222,0.4567997958933551,1.0,347.22463377763535,3.6144804831088786,1038.7753258380174,39,1,0.4567997958933551,2.1119488514574223,NOVEL_0072,0.8192459655131408,0.594918398129362,0.6452635691547716,0.6910952241651299,0.6940383263080017
NOVEL_0060,NOVEL_0060,CNS/Neurology,214376517.08386293,0.9999977268630172,22.45332147672197,0.619329303344057,1.0,227.30062731539908,3.6319851632511413,792.7016762092004,34,3,0.619329303344057,2.245332147672197,NOVEL_0060,0.9461325289232171,0.6293532478101729,0.5027959749343456,0.6286761254300491,0.6926122894491046
NOVEL_0050,NOVEL_0050,Immunology,196739429.0865976,0.9999971548757968,22.546314360193566,0.3979503365782129,1.0,212.94797358517283,4.455715568490356,774.9309981776698,30,2,0.3979503365782129,2.2546314360193564,NOVEL_0050,0.7789173385934952,0.9802861780949409,0.4928633426154637,0.44479478977087217,0.6909215397098242
NOVEL_0007,NOVEL_0007,Metabolic,235666088.3193683,0.9999970918551652,21.290509826960413,0.34069297840844254,1.0,356.2502780077471,4.805860121746745,1060.0804638103364,21,2,0.34069297840844254,2.1290509826960413,NOVEL_0007,0.8520235098324337,0.9372768781467314,0.6269966679553531,0.20515771657428972,0.6877069827901091
NOVEL_0056,NOVEL_0056,Oncology,264895278.95389774,0.9999972451445859,23.397743240123194,0.5621262425971745,1.0,407.5143191506736,2.6717313751473153,974.9196745229747,21,2,0.5621262425971745,2.3397743240123194,NOVEL_0056,0.5749049358425331,0.9581086407428913,0.4019216523021234,0.8680859496595316,0.68609624394592
NOVEL_0080,NOVEL_0080,Oncology,240254513.92595202,0.9999973449897499,22.812060771381375,0.4100527444397296,1.0,436.57916336735923,0.7583743986637559,580.5498610159934,36,3,0.4100527444397296,2.2812060771381377,NOVEL_0080,0.8085211776312433,0.8899679303313827,0.464478790014757,0.49544654338419836,0.6802573420527476
NOVEL_0065,NOVEL_0065,CNS/Neurology,229375642.41100338,0.99999674854179,19.424826910993524,0.3172887972851944,1.0,476.261720159544,0.30538979927431875,549.1898833324833,27,2,0.3172887972851944,1.9424826910993525,NOVEL_0065,0.9116624995561995,0.702977926300859,0.8262715128264526,0.10720507530312884,0.6772521247093135
NOVEL_0091,NOVEL_0091,Oncology,194795048.83679432,0.9999970068299966,19.90712531723289,0.3281712896851133,1.0,349.10358464637466,3.8267814053312033,392.68333139818395,28,3,0.3281712896851133,1.990712531723289,NOVEL_0091,0.760482894449733,0.8792502782013881,0.7747568962416086,0.15275116249891318,0.6721968944454517
NOVEL_0023,NOVEL_0023,Cardiovascular,258344071.7466761,0.9999968489789106,23.37151070509834,0.5107999679329018,1.0,345.684126075868,2.2421207149312368,1195.0117163497387,33,2,0.5107999679329018,2.337151070509834,NOVEL_0023,0.6370161732653359,0.7715226256616547,0.4047235669806122,0.9171001184409009,0.6685864238283477
NOVEL_0045,NOVEL_0045,Oncology,225291516.4744126,0.9999969305112706,20.623742444064373,0.2798192530236159,1.0,492.27446256032306,4.979656210151646,350.28403920961506,35,3,0.2798192530236159,2.0623742444064375,NOVEL_0045,0.9503836249439886,0.8271655101660393,0.6982145397890873,0.0,0.6664600999719783
NOVEL_0047,NOVEL_0047,Cardiovascular,235218315.18490788,0.9999974654573047,22.193766986304126,0.37172432632886615,1.0,311.19264412006726,4.063997836287513,1152.5237196454727,28,3,0.37172432632886615,2.2193766986304126,NOVEL_0047,0.8562687951037293,0.8077531846586532,0.5305191643203662,0.3350320529162907,0.6584551363591318
NOVEL_0067,NOVEL_0067,CNS/Neurology,191918920.71152553,0.9999966228399717,20.01135988662855,0.3982509940894637,1.0,232.15160340193282,2.237061834117273,779.3555398095209,20,1,0.3982509940894637,2.0011359886628552,NOVEL_0067,0.7332146565209969,0.6171909852733475,0.7636235319015264,0.4460531203738505,0.6543786503247876
NOVEL_0042,NOVEL_0042,Immunology,256183524.46507725,0.9999969949703243,22.663923395379047,0.432637850833655,1.0,479.2271976810694,4.2920637592150594,686.0946246375165,35,2,0.432637850833655,2.2663923395379046,NOVEL_0042,0.6575000720225984,0.8711564811721666,0.4803014426047749,0.5899711419174773,0.6531087309345104
NOVEL_0087,NOVEL_0087,Metabolic,234348407.62556708,0.9999969721033456,21.39382380985745,0.3211988740840594,1.0,339.71003669564396,2.404184890445368,1126.609252445371,19,2,0.3211988740840594,2.139382380985745,NOVEL_0087,0.8645162880077161,0.8555505958742973,0.6159616320772692,0.12356977304687788,0.6519468979995819
NOVEL_0100,NOVEL_0100,Oncology,254282408.93506017,0.9999972287368927,25.259205515042296,0.4722335207111761,1.0,389.9294190072343,2.471369250691357,815.9649403614605,38,2,0.4722335207111761,2.5259205515042296,NOVEL_0100,0.675524328364682,0.9693062974551981,0.20309761693507,0.7556894136647204,0.6468961598399157
NOVEL_0051,NOVEL_0051,Anti-infective,190688759.5326168,0.9999967909814096,18.14884181172009,0.16446576060376375,1.0,288.348184051829,4.979156875146853,927.2325502774333,24,1,0.16446576060376375,1.814884181172009,NOVEL_0051,0.7215516407386097,0.7319414305137704,0.9625603379743057,0.0,0.6400909343436019
NOVEL_0095,NOVEL_0095,Metabolic,263253901.1141338,0.9999970138718282,21.59193708683625,0.6617247820458351,1.0,374.91246829090767,2.1071227529624896,1103.4045399692773,21,2,0.6617247820458351,2.159193708683625,NOVEL_0095,0.5904666492002977,0.8840560733536806,0.5948010199502105,0.45123991884261394,0.6371022518545849
NOVEL_0083,NOVEL_0083,Anti-infective,177590537.7773422,0.999997088429273,16.822312213350855,0.23970043052330145,1.0,338.6017410932398,4.7364166980590765,438.01626280447215,38,3,0.23970043052330145,1.6822312213350856,NOVEL_0083,0.597368916009406,0.9349388307760249,0.8957521449939188,0.0,0.6368834187453076
NOVEL_0025,NOVEL_0025,Oncology,250841525.55337647,0.9999973450674465,25.089965254957598,0.595574420109187,1.0,330.3183096531286,1.7503920384733784,880.5930258275083,34,2,0.595574420109187,2.5089965254957596,NOVEL_0025,0.7081469455257365,0.8899149051958551,0.22117428274237028,0.728096547092749,0.6358356900608272
NOVEL_0062,NOVEL_0062,Cardiovascular,249892848.7836372,0.9999972473210916,21.1406454252497,0.7468064337463588,1.0,361.179025014221,2.30059579491786,826.2894953542383,36,2,0.7468064337463588,2.1140645425249702,NOVEL_0062,0.7171412401983002,0.9566232543478747,0.6430037853208059,0.09515087373174491,0.6340793067230092
NOVEL_0009,NOVEL_0009,Metabolic,231451781.47896957,0.9999973547447814,21.738563925134056,0.2911812717107092,1.0,381.7879924343034,4.631504392566745,885.96932295175,31,2,0.2911812717107092,2.1738563925134056,NOVEL_0009,0.8919788653046288,0.8833104744643034,0.5791397089065853,0.0,0.6332062054341108
NOVEL_0029,NOVEL_0029,Immunology,239645464.1459073,0.9999976876163007,24.800773077042216,0.4704287356473073,1.0,288.077553279348,4.046805777392568,1029.1020552112627,31,3,0.4704287356473073,2.4800773077042217,NOVEL_0029,0.8142955081163121,0.6561377112609783,0.25206309342870126,0.7481359144415802,0.6209660364956295
NOVEL_0071,NOVEL_0071,Oncology,218394587.78309974,0.9999975048428598,23.423608941150857,0.7361910817189109,1.0,224.07012369849267,2.6225569478512734,669.3571442906954,35,3,0.7361910817189109,2.3423608941150857,NOVEL_0071,0.9842273922495971,0.7808739689596077,0.39915891940916637,0.13957890834812492,0.6181922214366976
NOVEL_0090,NOVEL_0090,CNS/Neurology,188137841.08967087,0.9999970647484511,20.599943494528436,0.2533498625207494,1.0,257.2063161991,0.1827483392404744,724.8602505989993,26,2,0.2533498625207494,2.0599943494528437,NOVEL_0090,0.6973666781745549,0.9187775269420873,0.7007565215675993,0.0,0.6140935155797881
NOVEL_0092,NOVEL_0092,Immunology,197882298.95077854,0.9999978401249893,21.162695355356604,0.3834384979955528,1.0,207.61590669810346,0.7807629868309518,944.3750059626577,15,3,0.3834384979955528,2.11626953553566,NOVEL_0092,0.7897527555223416,0.5520560515802768,0.640648617481798,0.38405893614767916,0.6119137811517571
NOVEL_0002,NOVEL_0002,Oncology,212827209.9222944,0.9999971114429219,24.77473681085309,0.3279876014119526,1.0,206.17534828874074,4.8495492608099715,1049.1983767203797,25,2,0.3279876014119526,2.477473681085309,NOVEL_0002,0.9314437270109598,0.9506448131222001,0.25484404450107145,0.15198237886013188,0.6112018082811322
NOVEL_0034,NOVEL_0034,Pain/Inflammation,164195307.81014666,0.9999972453934951,15.95306855823935,0.32695228582322006,1.0,251.98829602125375,0.7821852133554302,525.2186083481358,33,3,0.32695228582322006,1.595306855823935,NOVEL_0034,0.4703702907929136,0.9579387692053807,0.8029076465825891,0.14764931136541726,0.61085255345795
NOVEL_0088,NOVEL_0088,Immunology,252366471.7329043,0.9999977805531275,20.816155174970515,0.3907309824969487,1.0,474.45377032043,1.8119694955831656,822.5295152502391,18,3,0.3907309824969487,2.0816155174970516,NOVEL_0088,0.6936891072651425,0.5927116909558015,0.6776628068153869,0.4145798979612578,0.6086163362145915
NOVEL_0022,NOVEL_0022,CNS/Neurology,213289277.79791275,0.9999964643422147,22.196109215475012,0.3721197903870186,1.0,225.24198949851464,0.8081435704730688,1108.6987696743713,19,1,0.3721197903870186,2.2196109215475013,NOVEL_0022,0.9358245390689792,0.509022003149127,0.5302689892500548,0.3366871738034455,0.6079075445811783
NOVEL_0021,NOVEL_0021,Anti-infective,243470876.61395627,0.9999978656243609,19.22760178735781,0.3250218113271131,1.0,469.16472738599805,4.502090285816652,869.7913115459412,34,3,0.3250218113271131,1.9227601787357809,NOVEL_0021,0.7780272151853204,0.5346536534391264,0.8473372606986318,0.1395697688766414,0.6068198468653639
NOVEL_0020,NOVEL_0020,Immunology,212857944.99223906,0.9999970387102476,23.3651409739493,0.2778384721979498,1.0,234.04205637217672,4.623468091392814,1089.6054180428828,21,2,0.2778384721979498,2.3365140973949297,NOVEL_0020,0.9317351226524279,0.9010073955547938,0.4054039222412692,0.0,0.6061233662447442
NOVEL_0049,NOVEL_0049,Metabolic,253907208.51448026,0.9999974412804715,20.934879379109113,0.3205698113660377,1.0,423.813463779627,2.916843825485798,1165.9552936270877,15,3,0.3205698113660377,2.0934879379109113,NOVEL_0049,0.679081560133826,0.8242529982046674,0.664981794860093,0.12093698045178747,0.6002205623966953
NOVEL_0054,NOVEL_0054,Cardiovascular,281166074.9284586,0.9999970398083928,23.61536935391242,0.46693675127099,1.0,475.75296555066785,0.4137421001765307,1088.9953373332135,39,2,0.46693675127099,2.361536935391242,NOVEL_0054,0.42064340207209916,0.9017568399331454,0.37867686097445385,0.7335210432296095,0.5930056544944515
NOVEL_0001,NOVEL_0001,Cardiovascular,215849360.92110756,0.9999978141698143,21.155381015556394,0.27389224859416117,1.0,312.36203565420874,4.75357153204958,958.7945476302646,30,3,0.27389224859416117,2.1155381015556394,NOVEL_0001,0.9600963909059324,0.5697695190400898,0.6414298670266951,0.0,0.5908287637884759
NOVEL_0038,NOVEL_0038,Anti-infective,246881990.39508942,0.9999978709738279,19.39115185448452,0.31546589300649086,1.0,483.27547913755024,4.335994667775019,872.7632377014102,35,3,0.31546589300649086,1.9391151854484519,NOVEL_0038,0.745686840162133,0.531002835856405,0.8298683682215612,0.09957574240986455,0.5838390015501044
