id,name,category,persistence,biodegradability,toxicity,molecular_weight,has_aromatic,has_halogen,has_nitrogen,has_oxygen
DRUG_0049,Analgesic_49,Analgesic,0.21155207149692515,0.6552548165254438,0.1383064114010279,433,True,True,True,True
DRUG_0050,Analgesic_50,Analgesic,0.4476035316844635,0.43119323497971773,0.13298397323151384,174,True,False,True,True
DRUG_0051,Antibiotic_1,Antibiotic,0.6720499863818361,0.6606874342676287,0.3135108880472492,379,False,True,False,True
DRUG_0052,Antibiotic_2,Antibiotic,0.4124095653700719,0.5293442541572515,0.33480749060364545,314,False,False,True,True
DRUG_0053,Antibiotic_3,Antibiotic,0.4434824217305689,0.5719162565476779,0.03850721291823617,401,False,True,True,True
DRUG_0054,Antibiotic_4,Antibiotic,0.5604216928061304,0.5546513636885538,0.29931557565145556,369,True,True,True,True
DRUG_0055,Antibiotic_5,Antibiotic,0.5260256738917638,0.770001303760361,0.2190381961013109,518,False,False,True,True
DRUG_0056,Antibiotic_6,Antibiotic,0.18700575505124648,0.6068411759888392,0.3583769364216809,452,True,False,True,False
DRUG_0057,Antibiotic_7,Antibiotic,0.4710441081591347,0.6081525866907856,0.6413641946350805,163,False,True,True,True
DRUG_0058,Antibiotic_8,Antibiotic,0.46093400275748925,0.655036412564546,0.3314245293948538,479,True,True,True,True
DRUG_0059,Antibiotic_9,Antibiotic,0.2740417236728836,0.5100911031833967,0.0,327,False,False,True,True
DRUG_0060,Antibiotic_10,Antibiotic,0.32113674674788584,0.8591621441151389,0.07610979533764603,389,False,True,True,True
DRUG_0061,Antibiotic_11,Antibiotic,0.5112944524794198,0.8214987938144444,0.4050364430043628,391,True,False,True,True
DRUG_0062,Antibiotic_12,Antibiotic,0.38015508340863063,0.6510922876932539,0.2979333067099212,416,True,False,True,True
DRUG_0063,Antibiotic_13,Antibiotic,0.38281902321210737,0.7856724467960192,0.060835851180844946,460,True,True,True,True
DRUG_0064,Antibiotic_14,Antibiotic,0.3100937465569341,0.8274349984400844,0.3468687721646921,314,True,False,True,True
DRUG_0065,Antibiotic_15,Antibiotic,0.272721895091813,0.45956324575830654,0.3499759942259737,437,False,False,False,True
DRUG_0066,Antibiotic_16,Antibiotic,0.36131467531846856,0.791319487298043,0.2862650909025244,455,True,False,True,True
DRUG_0067,Antibiotic_17,Antibiotic,0.24694251291067681,0.5596358343106574,0.5233567760826718,584,True,False,True,True
DRUG_0068,Antibiotic_18,Antibiotic,0.5316737752720171,0.7235028774418448,0.6078679112618235,584,True,False,True,True
DRUG_0069,Antibiotic_19,Antibiotic,0.6442923318356938,0.39298478126776626,0.044492634096726824,218,True,False,True,True
DRUG_0070,Antibiotic_20,Antibiotic,0.39166784516550723,0.5815633040172817,0.2887044517867315,398,True,False,True,True
DRUG_0071,Antibiotic_21,Antibiotic,0.484033856645608,0.4631807615085752,0.449567283284673,304,True,False,False,False
DRUG_0072,Antibiotic_22,Antibiotic,0.36470218871391225,0.5204613572441339,0.18106907516064835,466,False,False,True,True
DRUG_0073,Antibiotic_23,Antibiotic,0.2172265538070122,0.4259512462096041,0.29375609485696136,363,False,True,True,False
DRUG_0074,Antibiotic_24,Antibiotic,0.264982651288913,0.7277031396900765,0.20694544161966721,262,True,True,True,True
DRUG_0075,Antibiotic_25,Antibiotic,0.5153091238220994,0.4829484968913427,0.5671094157217834,303,False,False,True,True
DRUG_0076,Antibiotic_26,Antibiotic,0.4378719682515378,1.0,0.46793623671518647,423,True,False,True,True
DRUG_0077,Antibiotic_27,Antibiotic,0.37196423161593867,0.5928313683939693,0.14081060505801143,275,False,True,True,True
DRUG_0078,Antibiotic_28,Antibiotic,0.3018439980830477,0.5988041038025074,0.5219916208335038,260,True,True,True,True
DRUG_0079,Antibiotic_29,Antibiotic,0.09886479679558396,0.7601184258352127,0.406718139779224,469,True,False,True,True
DRUG_0080,Antibiotic_30,Antibiotic,0.3565933079300963,0.5457865740859534,0.26422599489239124,347,True,False,True,False
DRUG_0081,Antibiotic_31,Antibiotic,0.5196226306717472,0.6217806090428187,0.5692746834958444,211,True,False,True,True
DRUG_0082,Antibiotic_32,Antibiotic,0.38882385302032413,0.500606436158123,0.3855898002889739,267,True,False,True,True
DRUG_0083,Antibiotic_33,Antibiotic,0.5481239508551083,0.7146306582002862,0.3019427306931142,505,True,False,True,True
DRUG_0084,Antibiotic_34,Antibiotic,0.26864518874991367,0.8995512235264418,0.5975988191527402,535,True,True,True,True
DRUG_0085,Antibiotic_35,Antibiotic,0.47947062668729246,0.816235293098685,0.0,243,False,True,True,True
DRUG_0086,Antibiotic_36,Antibiotic,0.2804657116794285,0.523739106765937,0.11372392249416996,150,True,False,True,True
DRUG_0087,Antibiotic_37,Antibiotic,0.31082259209136265,0.6882492777690963,0.2522282234024491,154,False,False,True,True
DRUG_0088,Antibiotic_38,Antibiotic,0.35214144684004856,0.8563938742094432,0.42373502791931006,477,True,False,True,True
DRUG_0089,Antibiotic_39,Antibiotic,0.40276275687843277,0.8514655968412923,0.3490391060646244,599,True,True,True,True
DRUG_0090,Antibiotic_40,Antibiotic,0.3671349206786704,0.6247791570180865,0.3853405011704462,191,False,True,True,True
DRUG_0091,Antibiotic_41,Antibiotic,0.4272799382587743,0.6372330879450504,0.23109586506896337,560,True,False,True,True
DRUG_0092,Antibiotic_42,Antibiotic,0.27252334458028127,0.5478709899340567,0.42437080268779026,443,True,False,True,True
DRUG_0093,Antibiotic_43,Antibiotic,0.8761663205690138,0.6273360906984979,0.0,322,True,False,True,True
DRUG_0094,Antibiotic_44,Antibiotic,0.34216926400481334,0.483931620134464,0.11330179450328745,160,True,False,True,True
DRUG_0095,Antibiotic_45,Antibiotic,0.5220532863934977,0.37482533274853697,0.25967487348072366,253,True,True,True,True
DRUG_0096,Antibiotic_46,Antibiotic,0.3340203568576874,0.6325291555474407,0.36631749979702094,255,True,False,False,False
DRUG_0097,Antibiotic_47,Antibiotic,0.30588716734337845,0.5256916135603129,0.36282591208027304,150,True,False,True,True
DRUG_0098,Antibiotic_48,Antibiotic,0.3416067712408761,0.5762988152131515,0.23596783950788697,585,True,False,False,True
DRUG_0099,Antibiotic_49,Antibiotic,0.16663750361925578,0.18230465328268491,0.3242029838818354,592,True,False,False,True
DRUG_0100,Antibiotic_50,Antibiotic,0.5163208858733371,0.7206658665166298,0.27641791599533233,326,True,False,True,True
DRUG_0101,Antidepressant_1,Antidepressant,0.566809823661761,0.5021317833224296,0.7414977439598256,491,False,True,True,True
DRUG_0102,Antidepressant_2,Antidepressant,0.25560460841686217,0.502089393786942,0.3963812369334995,528,True,False,True,True
DRUG_0103,Antidepressant_3,Antidepressant,0.6629158290154483,0.4408126522645108,0.15238964208271585,520,True,False,True,True
DRUG_0104,Antidepressant_4,Antidepressant,0.6051413392169116,0.3233707452087595,0.43055526972082747,534,True,False,True,True
DRUG_0105,Antidepressant_5,Antidepressant,0.5095449860552833,0.6427271094414431,0.5833305019311905,472,False,False,False,True
DRUG_0106,Antidepressant_6,Antidepressant,0.17385146538700297,0.42132196005803396,0.47340618418418773,246,True,True,True,True
DRUG_0107,Antidepressant_7,Antidepressant,0.6874707979116823,0.563048688077678,0.35862856515970126,460,True,False,False,True
DRUG_0108,Antidepressant_8,Antidepressant,0.34137031228499864,0.24953312418974,0.6647030401394078,151,True,False,True,True
DRUG_0109,Antidepressant_9,Antidepressant,0.4506003502520297,0.4854760943909884,0.3286704183753476,405,True,False,True,True
DRUG_0110,Antidepressant_10,Antidepressant,0.6523530417595227,0.41826213697865755,0.45987041715281063,351,True,True,True,True
DRUG_0111,Antidepressant_11,Antidepressant,0.8417718092282609,0.08239936567969669,0.5304610660342619,430,False,False,True,True
DRUG_0112,Antidepressant_12,Antidepressant,0.6585687400034463,0.3067328930364013,0.41512261333810785,364,True,True,True,True
DRUG_0113,Antidepressant_13,Antidepressant,0.38605409292826665,0.499497369551154,0.3896529009481312,225,False,False,False,True
DRUG_0114,Antidepressant_14,Antidepressant,0.11326768555062622,0.5384044601470813,0.5474036475918271,417,True,False,True,True
DRUG_0115,Antidepressant_15,Antidepressant,0.7105846311797425,0.42567389952957746,0.12178212937610416,459,True,False,True,True
DRUG_0116,Antidepressant_16,Antidepressant,0.351562541363789,0.27139771374094546,0.280234142887442,313,True,False,True,True
DRUG_0117,Antidepressant_17,Antidepressant,0.5739976851321333,0.527725418554231,0.27124633297281797,185,True,False,True,True
DRUG_0118,Antidepressant_18,Antidepressant,0.6050464819113487,0.427981611530556,0.744770329260225,222,False,True,True,True
DRUG_0119,Antidepressant_19,Antidepressant,0.26630715234849983,0.4399427959725023,0.47496064301681656,321,True,False,False,True
DRUG_0120,Antidepressant_20,Antidepressant,0.5798892664055827,0.5995605820832032,0.5515212190642927,452,False,True,True,True
DRUG_0121,Antidepressant_21,Antidepressant,0.6207204768100708,0.6395380018930312,0.4059612543865641,238,True,False,False,True
DRUG_0122,Antidepressant_22,Antidepressant,0.5017022718464329,0.5155216647969778,0.31983899709649477,550,False,False,True,False
DRUG_0123,Antidepressant_23,Antidepressant,0.3378415189387607,0.6579729279999356,0.39406672692150174,521,True,False,True,False
DRUG_0124,Antidepressant_24,Antidepressant,0.6022251046058936,0.289226011645331,0.47515500152760176,337,True,True,True,True
DRUG_0125,Antidepressant_25,Antidepressant,0.7166259617823452,0.2143231892202243,0.42631316129501695,558,True,False,True,True
DRUG_0126,Antidepressant_26,Antidepressant,0.7082886682166274,0.335884384925233,0.04425765028517592,183,False,True,True,True
DRUG_0127,Antidepressant_27,Antidepressant,0.6834756425887185,0.39748523148048154,0.3235213633750038,334,True,False,True,False
DRUG_0128,Antidepressant_28,Antidepressant,0.12730826313712784,0.54304609376809,0.08721735346518422,214,False,False,True,True
DRUG_0129,Antidepressant_29,Antidepressant,0.34937888498718983,0.38483036523438074,0.39479726689198286,454,True,False,True,True
DRUG_0130,Antidepressant_30,Antidepressant,0.5351322098804782,0.5844618310958857,0.17012089871240182,444,True,True,True,True
DRUG_0131,Antidepressant_31,Antidepressant,0.6750654371575454,0.7431662836681573,0.1645059493513986,375,True,False,True,True
DRUG_0132,Antidepressant_32,Antidepressant,0.5110944446110353,0.5772909279480148,0.5791272943826603,364,True,True,True,True
DRUG_0133,Antidepressant_33,Antidepressant,0.7130756371984782,0.41438805593757855,0.2751466640343657,309,True,False,True,False
DRUG_0134,Antidepressant_34,Antidepressant,0.5707123334579606,0.1631499201509246,0.2682443219360824,272,False,True,True,True
DRUG_0135,Antidepressant_35,Antidepressant,0.5815248654184013,0.6625414480858206,0.27241653120067066,273,True,False,True,True
DRUG_0136,Antidepressant_36,Antidepressant,0.5157102947957196,0.4223583051445743,0.4335681927458348,230,False,True,True,True
DRUG_0137,Antidepressant_37,Antidepressant,0.7797504850996211,0.6230723657406838,0.5655570804085897,438,True,True,True,True
DRUG_0138,Antidepressant_38,Antidepressant,0.5198849101947178,0.5608426389710568,0.5072510520701712,512,False,True,False,True
DRUG_0139,Antidepressant_39,Antidepressant,0.529227923180277,0.4761988334434046,0.3937567760061228,180,True,False,True,True
DRUG_0140,Antidepressant_40,Antidepressant,0.5834084971743284,0.5553009963309352,0.3409991781508959,355,True,False,False,False
DRUG_0141,Antidepressant_41,Antidepressant,0.5978802040639218,0.21611810220440547,0.357533649814712,597,True,True,False,True
DRUG_0142,Antidepressant_42,Antidepressant,0.36769589881888576,0.5807033532195266,0.40719310754246585,468,True,False,True,True
DRUG_0143,Antidepressant_43,Antidepressant,0.5777959471420351,0.40629399152568446,0.5127853927049048,523,True,False,False,True
DRUG_0144,Antidepressant_44,Antidepressant,0.6465348617055598,0.41616172290926173,0.45658178125967813,530,True,False,True,True
DRUG_0145,Antidepressant_45,Antidepressant,0.41484743409918656,0.6096823240014311,0.5017449116788062,248,True,False,True,True
DRUG_0146,Antidepressant_46,Antidepressant,0.49279557039287347,0.6682779784140273,0.596581573703832,176,True,True,False,True
DRUG_0147,Antidepressant_47,Antidepressant,0.22298413482928975,0.41499958812348414,0.5745228187046889,311,False,False,True,True
DRUG_0148,Antidepressant_48,Antidepressant,0.36060017088465895,0.4876773232411147,0.5675943747382192,221,False,False,False,True
DRUG_0149,Antidepressant_49,Antidepressant,0.7439779207549523,0.12780575201521976,0.4770752789598319,527,True,True,True,True
DRUG_0150,Antidepressant_50,Antidepressant,0.46147845373714497,0.5562466907509563,0.28639007246525366,377,True,False,False,True
DRUG_0151,Antihypertensive_1,Antihypertensive,0.5336107125662336,0.3423309564357552,0.3444688400997838,358,False,False,True,True
DRUG_0152,Antihypertensive_2,Antihypertensive,0.3938713099605987,0.3624145764771415,0.4140621984216446,450,True,True,True,True
DRUG_0153,Antihypertensive_3,Antihypertensive,0.3069093604090726,0.6655070950335508,0.32441431183859715,229,True,False,True,True
DRUG_0154,Antihypertensive_4,Antihypertensive,0.26323082668729647,0.7534711807030839,0.31373786080406446,563,False,False,True,True
DRUG_0155,Antihypertensive_5,Antihypertensive,0.6696529790274284,0.6961264291900514,0.21432315153258047,524,True,True,False,True
DRUG_0156,Antihypertensive_6,Antihypertensive,0.4858874172034238,0.8552544312800191,0.5074717501308412,372,True,True,True,True
DRUG_0157,Antihypertensive_7,Antihypertensive,0.31308050888948946,0.763351497267716,0.31718000493231957,463,True,False,False,True
DRUG_0158,Antihypertensive_8,Antihypertensive,0.5425218206498248,0.8528472452128747,0.23095568337092298,161,False,False,True,True
DRUG_0159,Antihypertensive_9,Antihypertensive,0.47842532320532494,0.5139449994092131,0.29634681116085254,231,False,False,True,True
DRUG_0160,Antihypertensive_10,Antihypertensive,0.7213405537917796,0.47349402681909286,0.297967567792881,392,True,False,False,True
DRUG_0161,Antihypertensive_11,Antihypertensive,0.5636569153247001,0.5833899856378956,0.4399318626492932,553,True,True,True,True
DRUG_0162,Antihypertensive_12,Antihypertensive,0.5309737822928724,0.7428440191555814,0.7419319239994838,254,True,True,True,True
DRUG_0163,Antihypertensive_13,Antihypertensive,0.3741059050088771,0.7325489906230008,0.3978484317620129,395,True,False,True,True
DRUG_0164,Antihypertensive_14,Antihypertensive,0.16354117645236263,0.7123953626096254,0.19240680750658828,249,True,False,True,True
DRUG_0165,Antihypertensive_15,Antihypertensive,0.4485700191408918,0.5562765031509764,0.05242631849433574,465,True,False,True,True
DRUG_0166,Antihypertensive_16,Antihypertensive,0.39243657224177686,0.6402325212416543,0.19295751663888544,494,True,False,True,True
DRUG_0167,Antihypertensive_17,Antihypertensive,0.32984481980321634,0.6519755822596074,0.29296191316812237,544,True,False,True,True
DRUG_0168,Antihypertensive_18,Antihypertensive,0.47155612408346825,0.4669502908905699,0.36362106286184853,282,False,False,True,True
DRUG_0169,Antihypertensive_19,Antihypertensive,0.5270618514977552,0.783375137233032,0.48217639279580216,193,True,True,True,True
DRUG_0170,Antihypertensive_20,Antihypertensive,0.3865716084628142,0.5517565295931055,0.23234924548051084,431,False,False,True,True
DRUG_0171,Antihypertensive_21,Antihypertensive,0.4117952785474136,0.30026989732018383,0.4374491512053722,372,False,False,True,True
DRUG_0172,Antihypertensive_22,Antihypertensive,0.45197327138469895,0.4900973713113571,0.37581407199372263,490,False,False,True,True
DRUG_0173,Antihypertensive_23,Antihypertensive,0.48208239070855063,0.4624260292205946,0.295366854664263,294,True,True,True,True
DRUG_0174,Antihypertensive_24,Antihypertensive,0.7005110900773157,0.692704306647543,0.32115549837338464,291,True,False,False,True
DRUG_0175,Antihypertensive_25,Antihypertensive,0.3903792480110511,0.649314361545522,0.34820358231754095,226,False,False,True,True
DRUG_0176,Antihypertensive_26,Antihypertensive,0.4632881131352927,0.5832716913511581,0.41517208792145954,231,True,False,True,True
DRUG_0177,Antihypertensive_27,Antihypertensive,0.5469389426261299,0.3997794242671534,0.4663890303334386,348,True,False,True,True
DRUG_0178,Antihypertensive_28,Antihypertensive,0.1806946042747172,0.27731555731939955,0.5652447462595158,251,False,False,True,True
DRUG_0179,Antihypertensive_29,Antihypertensive,0.06263564079160916,0.49755115044733156,0.30887131834086334,561,False,False,True,True
DRUG_0180,Antihypertensive_30,Antihypertensive,0.5689175539023071,0.753385564801446,0.665962860950891,420,True,False,True,True
DRUG_0181,Antihypertensive_31,Antihypertensive,0.5978146923590791,0.6130288744742703,0.4374942699236294,266,True,False,True,False
DRUG_0182,Antihypertensive_32,Antihypertensive,0.3760380039452176,0.5716654968323287,0.38296099146607193,439,False,False,True,True
DRUG_0183,Antihypertensive_33,Antihypertensive,0.4086693378377829,0.7154486627018437,0.1756607878701117,307,True,False,True,True
DRUG_0184,Antihypertensive_34,Antihypertensive,0.424521621875118,0.6825078148536827,0.1547483317704547,223,True,False,True,True
DRUG_0185,Antihypertensive_35,Antihypertensive,0.2766067876766349,0.5774487116128645,0.23075556146153087,322,True,True,True,True
DRUG_0186,Antihypertensive_36,Antihypertensive,0.5728498913112257,0.5574087283676198,0.3601788324490335,158,True,False,True,True
DRUG_0187,Antihypertensive_37,Antihypertensive,0.44751130882066564,0.8264493687594061,0.17140883703874113,301,True,False,True,False
DRUG_0188,Antihypertensive_38,Antihypertensive,0.241255059256131,0.4746979420110364,0.6217723691660082,391,False,False,True,True
DRUG_0189,Antihypertensive_39,Antihypertensive,0.2032239807753747,0.6216375034226086,0.14048975317232207,309,True,False,True,False
DRUG_0190,Antihypertensive_40,Antihypertensive,0.28899296232658434,0.5347761357134633,0.19636793815706854,412,True,False,True,True
DRUG_0191,Antihypertensive_41,Antihypertensive,0.4853474618777913,0.8442594934692806,0.24313083885187692,381,True,False,True,True
DRUG_0192,Antihypertensive_42,Antihypertensive,0.36946294598464574,0.7742885403220621,0.06727041798747349,418,True,False,True,True
DRUG_0193,Antihypertensive_43,Antihypertensive,0.5546594370982081,0.6162814014042657,0.3693939503071654,530,True,False,False,True
DRUG_0194,Antihypertensive_44,Antihypertensive,0.7176783924438834,0.3073322287726714,0.2056606663216961,299,True,True,False,True
DRUG_0195,Antihypertensive_45,Antihypertensive,0.42540412360541174,0.38794282546425296,0.28331609079769493,549,False,False,True,True
DRUG_0196,Antihypertensive_46,Antihypertensive,0.2644138537802816,0.46302016413275826,0.25767291314621266,264,False,True,True,True
DRUG_0197,Antihypertensive_47,Antihypertensive,0.41127806314092796,0.7840575089955227,0.18762311390563047,380,True,False,True,True
DRUG_0198,Antihypertensive_48,Antihypertensive,0.4338014130533601,0.4976948425201028,0.12382651762602923,510,False,True,True,True
DRUG_0199,Antihypertensive_49,Antihypertensive,0.234495009073919,0.27706641105712754,0.3582867906796446,568,True,False,True,True
DRUG_0200,Antihypertensive_50,Antihypertensive,0.7739499276149187,0.22274423211974897,0.30423040672828916,315,True,False,True,True
DRUG_0201,Antihistamine_1,Antihistamine,0.38526615093842315,0.7899391169922241,0.12393154099151148,554,False,False,True,True
DRUG_0202,Antihistamine_2,Antihistamine,0.2645467894366506,0.8068407234258816,0.21803384501513196,599,False,True,True,True
DRUG_0203,Antihistamine_3,Antihistamine,0.508531132352597,0.7836715459527793,0.2015528929765071,574,True,False,False,True
DRUG_0204,Antihistamine_4,Antihistamine,0.10322456514747605,0.4628113643620778,0.20541652629951923,322,True,True,True,True
DRUG_0205,Antihistamine_5,Antihistamine,0.0,0.7439903971200255,0.24249491276602356,498,False,False,True,True
DRUG_0206,Antihistamine_6,Antihistamine,0.18100771592494896,0.5003155310928894,0.24174935918303225,494,False,True,False,True
DRUG_0207,Antihistamine_7,Antihistamine,0.20798960046885903,0.6546295470267807,0.1417734772188157,409,True,False,True,True
DRUG_0208,Antihistamine_8,Antihistamine,0.3255624333563231,0.7735954332134072,0.04581458514294576,571,True,False,True,True
DRUG_0209,Antihistamine_9,Antihistamine,0.22393381588010874,0.5243437218736218,0.3811713962691503,378,True,True,True,True
DRUG_0210,Antihistamine_10,Antihistamine,0.2525024956108158,0.9054161464636156,0.14239517331797893,298,True,False,True,True
DRUG_0211,Antihistamine_11,Antihistamine,0.29770352262405064,0.7868937249401632,0.217937055262123,340,True,False,False,True
DRUG_0212,Antihistamine_12,Antihistamine,0.15403965886776666,0.6415605089711811,0.28307499976723194,231,True,False,True,True
DRUG_0213,Antihistamine_13,Antihistamine,0.3427334838858298,0.7310640793349427,0.3713489681807528,209,False,False,True,True
DRUG_0214,Antihistamine_14,Antihistamine,0.1318766451719419,0.7882299902457786,0.27630023743807036,396,True,True,True,True
DRUG_0215,Antihistamine_15,Antihistamine,0.304800622359865,0.5869873194480725,0.2689958214408675,598,True,False,False,True
DRUG_0216,Antihistamine_16,Antihistamine,0.19834269453718406,0.8639602879919815,0.2863054440788563,301,False,False,True,True
DRUG_0217,Antihistamine_17,Antihistamine,0.13850085982135055,0.43320537501852946,0.38827977266798785,157,False,False,False,True
DRUG_0218,Antihistamine_18,Antihistamine,0.32826240124461425,0.8494071528708724,0.0864807367145809,558,True,False,False,True
DRUG_0219,Antihistamine_19,Antihistamine,0.26829958716735114,0.682389871126756,0.19592623498938858,404,True,True,True,True
DRUG_0220,Antihistamine_20,Antihistamine,0.38614626612577263,0.9183428035121675,0.4698907362528499,500,True,False,False,False
DRUG_0221,Antihistamine_21,Antihistamine,0.3344931671763318,0.5637546803551291,0.1642199829736,483,True,False,True,True
DRUG_0222,Antihistamine_22,Antihistamine,0.18314792354494616,0.6668119564621342,0.15847800501666193,323,False,True,True,True
DRUG_0223,Antihistamine_23,Antihistamine,0.2475032809268375,0.7824212188748101,0.51934198336184,298,True,True,True,True
DRUG_0224,Antihistamine_24,Antihistamine,0.40330170355281386,0.677950182670439,0.14532991062196568,299,True,True,False,True
DRUG_0225,Antihistamine_25,Antihistamine,0.3599531927628962,0.6022964659312255,0.12070749773753649,556,True,True,True,True
DRUG_0226,Antihistamine_26,Antihistamine,0.387954602813264,0.41512354181267985,0.2117644098527964,168,False,False,True,True
DRUG_0227,Antihistamine_27,Antihistamine,0.12102680308518998,0.6650659880144352,0.3990214130062987,513,True,True,False,True
DRUG_0228,Antihistamine_28,Antihistamine,0.3370539965407669,0.6129214825292916,0.28828676066309145,159,True,True,True,True
DRUG_0229,Antihistamine_29,Antihistamine,0.40298490092273437,0.36801589779597527,0.37953424277036235,463,False,True,True,True
