chembl_id,smiles,inchi_key,therapeutic_area,indication,is_fda_approved,approval_year,molecular_weight,logp,hbd,hba,tpsa,rotatable_bonds,aromatic_rings,heavy_atoms,num_rings,sp3_fraction,complexity,num_heteroatoms,num_saturated_rings,num_aliphatic_rings,num_aromatic_heterocycles,num_saturated_heterocycles,num_aliphatic_heterocycles,num_stereocenters,molar_refractivity,num_radical_electrons,num_valence_electrons,num_ro5_violations,is_drug_like
CHEMBL262664,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CCc1ccccn1)CC2,BHVPBHGQPGCMCT-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,1995,397.5190000000002,2.590600000000001,0,5,54.900000000000006,9,2,29,3,0.0,810.5154004276487,6,0,1,1,0,1,0,113.58900000000006,0,156,0,True
CHEMBL438822,O=C(NC[C@@H]1CCCNC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,DKABYCZEFMBXSO-BMSWWXRLSA-N,CNS/Neurology,Neurological disorder,True,2000,662.7530000000003,3.897000000000004,3,5,101.97999999999999,9,3,48,6,0.0,1485.3644620232315,11,3,3,0,3,3,4,173.16219999999953,0,254,1,True
CHEMBL500021,CCC(C)CNc1nc(C#N)nc2c1NCN2Cc1ccccc1,HDACYHCKZGLUJI-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2002,322.41600000000005,3.1958800000000016,2,6,76.86999999999999,6,2,24,3,0.0,737.1644721292869,6,0,1,1,0,1,1,95.80640000000002,0,124,0,True
CHEMBL265024,CCOC(=O)COC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,GUVIYXHDBVMZJB-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2003,366.4580000000002,2.1408999999999994,2,5,93.72999999999999,8,0,26,4,0.0,512.7633569958901,7,4,4,0,0,0,0,94.26340000000006,0,146,0,True
CHEMBL263956,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H]1C,SHKAVHLKQFRDQE-OANXNEKNSA-N,Immunology,Immune disorder,True,2004,537.6970000000002,4.883600000000005,1,6,93.14000000000001,10,2,39,3,0.0,1043.1394549664753,7,1,1,0,1,1,5,149.77379999999977,0,212,1,True
CHEMBL265282,CCCN1c2cc(C)nc3c(-c4ccc(Cl)cc4Cl)nn(c23)C[C@@H]1CC,UOLDHCLTONXNAU-AWEZNQCLSA-N,CNS/Neurology,Neurological disorder,True,2008,389.33000000000015,5.722120000000005,0,4,33.95,4,3,26,4,0.0,979.5919013382879,6,0,1,2,0,1,1,109.43700000000004,0,136,1,True
CHEMBL4116102,N=C(N)NC(=O)OCc1cccc(N2CCC(Oc3cccnc3)CC2)c1F,DCWSCSVWLWCSMR-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,1991,387.41500000000013,2.3881699999999997,3,6,113.56,5,2,28,3,0.0,825.5737398933106,9,1,1,1,1,1,0,101.73480000000005,0,148,0,True
CHEMBL267740,CCCCc1oc2ccccc2c1Cc1cccc(/C(C)=C/Cn2oc(=O)[nH]c2=O)c1,QCEFMNARTINCQJ-GHRIWEEISA-N,CNS/Neurology,Neurological disorder,True,2012,418.49300000000017,4.9127000000000045,1,5,81.13999999999999,8,4,31,4,0.0,1333.3130581086286,6,0,0,2,0,0,0,121.31370000000008,0,160,0,True
CHEMBL1203199,C[C@H](NC(=O)[C@H]1Cc2c(sc3ccccc23)CN1)c1ccccc1.Cl,OLKLYYGNTKPDGX-OZIFAFRSSA-N,CNS/Neurology,Neurological disorder,True,2020,372.921,4.214800000000004,2,3,41.13,3,3,25,4,0.0,877.7933553009022,5,0,1,1,0,1,2,106.40440000000001,0,130,0,True
CHEMBL444024,COC(=O)c1cc(CCc2ccc(OC)cc2OC)ccc1O,OCROLQUDXVCBIY-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,1995,316.35300000000007,2.9812000000000016,1,5,64.99000000000001,6,2,23,2,0.0,693.8064548939703,5,0,0,0,0,0,0,86.40030000000006,0,122,0,True
CHEMBL444145,C=C(CO)[C@]12C=C3C(=O)C[C@@H](C(C)C)[C@]3(C)C[C@@H](O)[C@@]1(C)CC(=O)O2,LAUXGJSHPLNZHD-LVQIXTDASA-N,Pain/Inflammation,Pain management,True,2002,348.43900000000014,2.1692,2,5,83.83,3,0,25,3,0.0,677.5739978069821,5,2,3,0,1,1,5,92.53860000000005,0,138,0,True
CHEMBL444231,C=C(CC(O)C(C)(O)[C@H]1CC[C@H]2C3=C[C@H](OC(C)=O)[C@H]4[C@@H](OC(C)=O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,VADVFHPNQHOFEA-QFFOTPQNSA-N,Other,Various indications,True,2001,546.7450000000003,4.7237000000000045,3,7,113.29,7,0,39,4,0.0,1013.9876972632017,7,3,4,0,0,0,11,148.29939999999982,0,220,1,True
CHEMBL4116106,O=c1[nH]cnc2c1ncn2C(COCCP(=O)(O)O)COCCP(=O)(O)O,QILJCTJTALGWKS-UHFFFAOYSA-N,Cardiovascular,Heart disease,True,1990,426.2590000000001,-0.9507000000000001,5,8,197.08999999999997,11,2,27,2,0.0,871.6536074734815,15,0,0,2,0,0,0,92.64590000000003,0,152,0,True
CHEMBL444233,CC1(c2ccccn2)ON=C(c2ccccc2Cl)O1,NTRYLBQYVMCCRY-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2004,274.707,3.316300000000002,0,4,43.71000000000001,2,2,19,3,0.0,630.3529078008598,5,0,1,1,0,1,1,71.74800000000003,0,96,0,True
CHEMBL441948,c1ccc2cc(CC3=NCCN3)ccc2c1,VIXRKFBKWOHVBR-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2019,210.28,2.3840000000000003,1,2,24.39,2,2,16,3,0.0,543.1815681275363,2,0,1,0,0,1,0,67.95670000000004,0,80,0,True
CHEMBL442894,Cn1c(=O)c2c3c(cnc2n(C)c1=O)C(=O)C=CC3=O,NIIGOLPNKWYMTF-UHFFFAOYSA-N,Anti-infective,Infection,True,2017,271.23199999999997,-0.4325999999999999,0,7,91.03,0,2,20,3,0.0,946.7133237133023,7,0,1,2,0,0,0,70.026,0,100,0,True
CHEMBL264812,CN(CCNC(=O)N1CCN(c2ccccc2)CC1)Cc1ccccc1,ZUYIQQYTENCMFY-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2018,352.4820000000001,2.6502,1,3,38.82000000000001,6,2,26,3,0.0,668.9251372070257,5,1,1,0,1,1,0,106.40270000000004,0,138,0,True
CHEMBL440981,Cc1ccc[n+](CCC#Cc2ccc(C#CCC[n+]3cccc(C)c3)cc2)c1.[Br-].[Br-],WHZCBTLRGGDXDM-UHFFFAOYSA-L,Immunology,Immune disorder,True,1998,526.316,-2.229959999999995,0,0,7.76,4,3,30,3,0.0,965.3721987059283,4,0,0,2,0,0,0,112.18000000000004,0,154,1,True
CHEMBL444368,CN1CCc2cccc3c2[C@H]1Cc1ccc(CO)c(O)c1-3,HATGKOHTAYTUSG-OAHLLOKOSA-N,Pain/Inflammation,Pain management,True,2014,281.35499999999996,2.6366000000000023,2,3,43.7,1,2,21,4,0.0,723.3985326278217,3,0,2,0,0,1,1,82.24460000000003,0,108,0,True
CHEMBL445177,CCCCCC/C=C\CCCCCCCc1cccc(O)c1C(=O)O,YXHVCZZLWZYHSA-FPLPWBNLSA-N,Pain/Inflammation,Pain management,True,1990,346.511,6.500100000000008,2,2,57.53,14,1,25,1,0.0,520.0036590570138,3,0,0,0,0,0,0,104.37110000000008,0,140,1,True
CHEMBL442595,CN(Cc1ccccc1)C(=S)N1CCC(c2cccc(Cl)c2)=N1,LGCQUBQIDPGHHH-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,1992,343.883,4.166700000000004,0,2,18.84,3,2,23,3,0.0,730.0563738825732,5,0,1,0,0,1,0,99.81900000000003,0,118,0,True
CHEMBL265130,CCOC(=O)c1ccc2ncc(C(=O)OCC)c(Nc3ccc(NC(C)=O)cc3)c2c1,QDRFZGBUDIQUSQ-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,2009,421.4530000000001,4.290200000000003,2,7,106.62,7,3,31,3,0.0,1120.7601536671777,8,0,0,1,0,0,0,117.68440000000004,0,160,0,True
CHEMBL262924,COCCOc1ccc(N2CCN(Cc3cccc(-c4cc5nc(-c6ccco6)nn5c(N)n4)c3)CC2)c(Cl)c1,AXGPHCKLDUJMDG-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,2012,560.0580000000003,4.634300000000003,1,10,107.18,9,5,40,6,0.0,1597.0458786843813,11,1,1,3,1,1,0,154.6453999999997,0,206,1,True
CHEMBL264478,O=C([O-])c1cc(F)ccc1Cn1nnc(-c2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)n1.[Na+],ZWMVUYITFQYQRW-FCVRUTMISA-M,Immunology,Immune disorder,True,2020,507.8880000000002,1.2670000000000003,0,7,96.62,6,5,36,5,0.0,1604.8940055354876,10,0,0,2,0,0,0,128.76649999999998,0,172,1,True
CHEMBL1205150,COC(=O)/C=C1/C(=O)N2C1S(=O)(=O)[C@@](C)(COC(=O)CSc1nnnn1C)[C@@H]2C(=O)O,WOEKVBCDFRSHHE-VSOFOQCTSA-N,Metabolic,Metabolic disorder,True,2017,475.46100000000024,-2.2465999999999964,1,13,187.95000000000002,7,1,31,3,0.0,1098.104564989357,16,2,2,1,2,2,3,99.96260000000005,0,168,1,True
CHEMBL153812,NC(=O)c1ccccc1-n1cnc2ccccc21,SPSMKSLIWNNIJD-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2007,237.26199999999997,2.1243999999999996,1,3,60.910000000000004,2,3,18,3,0.0,730.4921254920199,4,0,0,1,0,0,0,69.58790000000003,0,88,0,True
CHEMBL1203155,CC1CC(=O)NN=C1c1ccc(NC(=O)CCNCC(O)COc2cccc3[nH]ccc23)cc1.Cl,PDRFHVLVHPUYTI-UHFFFAOYSA-N,Other,Various indications,True,2018,499.9990000000002,2.8079000000000014,5,6,127.84,10,3,35,4,0.0,1178.0737114149515,10,0,1,1,0,1,2,138.0675999999999,0,186,0,True
CHEMBL443462,CC(=O)c1cc2c(cc1O)OC(C)(C)C=C2,SVUVYHFYZBCYRF-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2009,218.25199999999998,2.7790000000000017,1,3,46.53,1,1,16,2,0.0,484.19622821024456,3,0,1,0,0,1,0,61.85230000000003,0,84,0,True
CHEMBL443602,COC(=O)[C@H]1C[C@H](O)CCN1,XYDFSCGFCFYWNY-PHDIDXHHSA-N,Anti-infective,Infection,True,2008,159.18499999999997,-0.7277000000000002,2,4,58.56,1,0,11,1,0.0,148.6211124509551,4,1,1,0,1,1,2,39.0475,0,64,0,True
CHEMBL437851,C[C@H]1[C@@H](OCC23CC4CC(CC(C4)C2)C3)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,BGHFDCMFUPDVPZ-KLOIQOFNSA-N,Other,Various indications,True,2015,432.6010000000003,5.427400000000006,0,5,46.150000000000006,3,0,31,9,0.0,704.0247551434156,5,9,9,0,4,4,8,113.38500000000008,0,174,1,True
CHEMBL263614,CCCCCCO[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,FANFLDXHKWDOKU-UDUPFKKZSA-N,Cardiovascular,Heart disease,True,1993,375.4180000000001,-0.4619999999999982,5,7,145.55,11,0,26,1,0.0,495.15454681049494,9,0,1,0,0,1,5,91.17790000000004,0,150,0,True
CHEMBL263193,CC1(C)CCC(C)(C)c2cc3c(ccn3C(=O)c3ccc(C(=O)O)cc3)cc21,QNHDUDVKCSJIOJ-UHFFFAOYSA-N,CNS/Neurology,Neurological disorder,True,2009,375.46800000000013,5.377000000000005,1,3,59.3,2,3,28,4,0.0,1100.8307300425763,4,0,1,1,0,0,0,110.35380000000006,0,144,1,True
CHEMBL438329,C[C@H]1CC[C@@H](NCc2ccc3c(c2)Cc2c(-c4ccc(CC(=O)O)cc4)n[nH]c2-3)CC1,BTBLVKQZYNTQOX-NBEIKUQISA-N,CNS/Neurology,Neurological disorder,True,2004,415.5370000000002,4.943300000000003,3,3,78.00999999999999,6,3,31,5,0.0,1092.3399102892918,5,1,2,1,0,0,0,121.86520000000006,0,160,0,True
CHEMBL443332,C=C(C)N1Cc2cccc3[nH]c(=O)n(c23)C(C)C1,OCSIKSHIPBGUCN-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,1995,243.30999999999997,2.2398,1,3,41.03,1,2,18,3,0.0,679.8941994094682,4,0,1,1,0,1,1,72.49370000000002,0,94,0,True
CHEMBL443686,Cc1nonc1-c1nc(S)n[nH]1,ZVPLCLVGRZSNMJ-UHFFFAOYSA-N,Anti-infective,Infection,True,2016,183.19600000000003,0.4518199999999999,2,6,80.49000000000001,1,2,12,2,0.0,393.95396710695775,7,0,0,2,0,0,0,41.663700000000006,0,62,0,True
CHEMBL1203252,Cc1ccc(OCCCON/C(N)=N/C(N)=N/C(C)C)cc1C.Cl,MCYZTMGMDFFISS-UHFFFAOYSA-N,Pain/Inflammation,Pain management,True,2013,357.88600000000014,2.0531400000000004,3,3,107.25,7,1,24,1,0.0,561.3987936343799,8,0,0,0,0,0,0,100.74450000000003,0,136,0,True
CHEMBL155263,CC(C#CCN1CCCC1)N(C)S(C)(=O)=O,VFAVZVOJIJSRRA-UHFFFAOYSA-N,Anti-infective,Infection,True,2020,244.35999999999999,0.36549999999999994,0,3,40.620000000000005,3,0,16,1,0.0,374.5240807102118,5,1,1,0,1,1,1,65.51880000000004,0,92,0,True
