sample_id,offbit_value,tgic_coherence,weight,is_golay_codeword,distance_to_codeword_weight,golay_parity_mod_4
236,0xdbbc1,1.000000,12,True,0,0
237,0x2ff476,0.000000,15,False,1,3
238,0x338263,0.333333,10,False,2,2
239,0x344aa3,0.333333,10,False,2,2
240,0x613631,0.333333,10,False,2,2
241,0x4f6c48,0.000000,11,False,1,3
242,0x7adbcb,1.000000,16,True,0,0
243,0xfc5312,1.000000,12,True,0,0
244,0x3855a3,0.000000,11,False,1,3
245,0xd7476,1.000000,12,True,0,0
246,0x4f25bb,0.333333,14,False,2,2
247,0x353cb6,0.666667,13,False,1,1
248,0x67a301,0.333333,10,False,2,2
249,0x5011af,0.333333,10,False,2,2
250,0xa17b87,0.666667,13,False,1,1
251,0x3c071a,0.333333,10,False,2,2
252,0x481063,0.000000,7,False,1,3
253,0x3c1caa,0.000000,11,False,1,3
254,0x8a27d5,1.000000,12,True,0,0
255,0xeed0c,0.000000,11,False,1,3
256,0x43226d,0.333333,10,False,2,2
257,0x3b7591,0.666667,13,False,1,1
258,0x5018aa,1.000000,8,True,0,0
259,0x7caf85,0.333333,14,False,2,2
260,0xe75c5d,0.000000,15,False,1,3
261,0xae4430,0.666667,9,False,1,1
262,0xabab95,0.333333,14,False,2,2
263,0x58d840,1.000000,8,True,0,0
264,0x60b8eb,1.000000,12,True,0,0
265,0x1bf4b7,0.000000,15,False,1,3
266,0xef5a29,0.333333,14,False,2,2
267,0x3bd9d2,0.333333,14,False,2,2
268,0xa8f368,1.000000,12,True,0,0
269,0xf05bf1,0.333333,14,False,2,2
270,0xd61616,0.000000,11,False,1,3
271,0xe9948b,1.000000,12,True,0,0
272,0x6dece2,0.333333,14,False,2,2
273,0xf91717,0.333333,14,False,2,2
274,0xed49b5,0.333333,14,False,2,2
275,0xae1bb6,0.333333,14,False,2,2
276,0xdb708a,1.000000,12,True,0,0
277,0xeee0b,1.000000,12,True,0,0
278,0xe92d07,1.000000,12,True,0,0
279,0x4c212,0.333333,6,False,2,2
280,0x78c65c,1.000000,12,True,0,0
281,0xcd8027,0.333333,10,False,2,2
282,0x8749a8,0.333333,10,False,2,2
283,0x1ccba3,1.000000,12,True,0,0
284,0x291bfb,0.333333,14,False,2,2
285,0x9439fe,0.333333,14,False,2,2
286,0xdc77c5,0.000000,15,False,1,3
287,0x5b6fda,1.000000,16,True,0,0
288,0x81a684,1.000000,8,True,0,0
289,0x9107a2,0.666667,9,False,1,1
290,0x22ae91,0.333333,10,False,2,2
291,0x884377,0.000000,11,False,1,3
292,0xe872a5,1.000000,12,True,0,0
293,0x2d8384,0.666667,9,False,1,1
294,0x29fc24,0.000000,11,False,1,3
295,0x6181d6,0.333333,10,False,2,2
296,0xa00668,0.000000,7,False,1,3
297,0xc03a48,1.000000,8,True,0,0
298,0x9453d9,1.000000,12,True,0,0
299,0x12949d,0.333333,10,False,2,2
300,0x6bda78,0.333333,14,False,2,2
301,0x8fe2bb,0.000000,15,False,1,3
302,0x48133f,0.000000,11,False,1,3
303,0xe610a4,0.666667,9,False,1,1
304,0xaab02,1.000000,8,True,0,0
305,0xae2cf1,0.666667,13,False,1,1
306,0x90a8e5,0.333333,10,False,2,2
307,0xd6ed4c,0.333333,14,False,2,2
308,0x5cd6f5,0.000000,15,False,1,3
309,0x68d667,0.666667,13,False,1,1
310,0xa3e6e,1.000000,12,True,0,0
311,0xf02e5c,1.000000,12,True,0,0
312,0x2e3f23,0.666667,13,False,1,1
313,0xad3e7f,0.666667,17,False,1,1
314,0x26e8a4,0.333333,10,False,2,2
315,0xbfdbc3,0.666667,17,False,1,1
316,0xfcebb6,0.666667,17,False,1,1
317,0x70e7c,0.000000,11,False,1,3
318,0x64f946,1.000000,12,True,0,0
319,0x967e8,0.000000,11,False,1,3
320,0x6abd2f,0.000000,15,False,1,3
321,0x34c00c,0.000000,7,False,1,3
322,0xb7a3c6,0.333333,14,False,2,2
323,0x494109,0.000000,7,False,1,3
324,0x76f7c8,0.000000,15,False,1,3
325,0xf7277a,1.000000,16,True,0,0
326,0x647369,1.000000,12,True,0,0
327,0x452950,1.000000,8,True,0,0
328,0xa92415,0.666667,9,False,1,1
329,0xc27a63,1.000000,12,True,0,0
330,0xdff3,0.666667,13,False,1,1
331,0xe148ea,0.000000,11,False,1,3
332,0x5a0d2a,0.333333,10,False,2,2
333,0xb4decd,0.000000,15,False,1,3
334,0x478e0e,0.000000,11,False,1,3
335,0xf2527e,0.333333,14,False,2,2
336,0x492811,0.000000,7,False,1,3
337,0xcab4f7,0.000000,15,False,1,3
338,0xafcdee,0.666667,17,False,1,1
339,0x4aa43a,0.333333,10,False,2,2
340,0x87f733,0.000000,15,False,1,3
341,0x23c933,0.000000,11,False,1,3
342,0x5f2639,0.666667,13,False,1,1
343,0x51157d,1.000000,12,True,0,0
344,0x822543,1.000000,8,True,0,0
345,0xa10ec7,0.000000,11,False,1,3
346,0x3797f2,0.000000,15,False,1,3
347,0xc4f7a1,0.666667,13,False,1,1
348,0xb999b4,0.666667,13,False,1,1
349,0x734081,1.000000,8,True,0,0
350,0x9ac0eb,1.000000,12,True,0,0
351,0xd63e05,1.000000,12,True,0,0
352,0x52be51,1.000000,12,True,0,0
353,0xde5b1a,0.333333,14,False,2,2
354,0xb2fe1e,0.000000,15,False,1,3
355,0x101e1,0.333333,6,False,2,2
356,0x9c3bfa,0.000000,15,False,1,3
357,0xa11b29,0.333333,10,False,2,2
358,0xf3cd01,1.000000,12,True,0,0
359,0xb2720d,0.000000,11,False,1,3
360,0x93c530,0.333333,10,False,2,2
361,0xf43838,0.000000,11,False,1,3
362,0x2724bd,1.000000,12,True,0,0
363,0x5c916c,0.000000,11,False,1,3
364,0x150ac6,0.666667,9,False,1,1
365,0x2a9ad5,1.000000,12,True,0,0
366,0x8bd690,0.000000,11,False,1,3
367,0xc13f57,0.333333,14,False,2,2
368,0xe09a99,0.000000,11,False,1,3
369,0x64be08,0.333333,10,False,2,2
370,0xcc3ebf,1.000000,16,True,0,0
371,0xaa1e9a,1.000000,12,True,0,0
372,0xcbd4a6,0.666667,13,False,1,1
373,0xef3cef,0.333333,18,False,2,2
374,0x4b52b4,0.000000,11,False,1,3
375,0x357cce,0.333333,14,False,2,2
376,0x3211f,0.666667,9,False,1,1
377,0xf94f51,0.333333,14,False,2,2
378,0x1980b2,1.000000,8,True,0,0
379,0xc15a61,0.333333,10,False,2,2
380,0x13f5e5,0.333333,14,False,2,2
381,0xd416a0,0.666667,9,False,1,1
382,0xc593bb,0.333333,14,False,2,2
383,0x389bea,0.666667,13,False,1,1
384,0x28989a,0.666667,9,False,1,1
385,0x4687f1,1.000000,12,True,0,0
386,0x19c9f4,1.000000,12,True,0,0
387,0xe5fcf7,0.333333,18,False,2,2
388,0x90a5d2,0.333333,10,False,2,2
389,0x748593,0.000000,11,False,1,3
390,0xfbd527,1.000000,16,True,0,0
391,0xf58563,0.666667,13,False,1,1
392,0x7e2862,0.000000,11,False,1,3
393,0x3726e4,1.000000,12,True,0,0
394,0x2eb995,0.666667,13,False,1,1
395,0xbdfdee,0.000000,19,False,3,3
396,0xbc5f82,0.666667,13,False,1,1
397,0x5b9793,0.333333,14,False,2,2
398,0x5e4e6f,0.000000,15,False,1,3
399,0x8d0e0,0.000000,7,False,1,3
400,0xd0f3fc,0.000000,15,False,1,3
401,0xefebd4,0.666667,17,False,1,1
402,0xf5050a,0.333333,10,False,2,2
403,0x54e6f5,0.333333,14,False,2,2
404,0xf672db,1.000000,16,True,0,0
405,0x9a26f6,0.666667,13,False,1,1
406,0xd041b7,0.000000,11,False,1,3
407,0x5e81d7,0.666667,13,False,1,1
408,0x9920a2,1.000000,8,True,0,0
409,0x980685,1.000000,8,True,0,0
410,0x9da4ee,0.333333,14,False,2,2
411,0xc1f7f,0.333333,14,False,2,2
412,0x90e5a3,0.000000,11,False,1,3
413,0x81aa09,1.000000,8,True,0,0
414,0xf21385,0.000000,11,False,1,3
415,0x960186,1.000000,8,True,0,0
416,0xee1b0b,0.666667,13,False,1,1
417,0x857264,0.333333,10,False,2,2
418,0xedb5e9,1.000000,16,True,0,0
419,0x508bd2,0.333333,10,False,2,2
420,0x752c70,0.000000,11,False,1,3
421,0x4abd4d,0.666667,13,False,1,1
422,0xd737b,0.333333,14,False,2,2
423,0x4fa57e,0.000000,15,False,1,3
424,0x35c2f4,1.000000,12,True,0,0
425,0xe9a17d,0.333333,14,False,2,2
426,0x51e47c,1.000000,12,True,0,0
427,0x3926e8,0.000000,11,False,1,3
428,0x4d8a81,0.666667,9,False,1,1
429,0xc34cdd,0.666667,13,False,1,1
430,0x9a7558,1.000000,12,True,0,0
431,0xbd7f3e,0.333333,18,False,2,2
432,0xa94689,0.333333,10,False,2,2
433,0x6c256a,0.000000,11,False,1,3
434,0x458914,1.000000,8,True,0,0
435,0xdf1f93,1.000000,16,True,0,0
436,0x25c714,0.333333,10,False,2,2
437,0x9da302,0.333333,10,False,2,2
438,0x2548f9,0.000000,11,False,1,3
439,0x83ff9b,1.000000,16,True,0,0
440,0x4fce0a,1.000000,12,True,0,0
441,0xd102bc,0.333333,10,False,2,2
442,0xb14988,0.666667,9,False,1,1
443,0xc901a9,0.666667,9,False,1,1
444,0x377c3d,0.000000,15,False,1,3
445,0x26c2a0,1.000000,8,True,0,0
446,0x9df4d5,0.000000,15,False,1,3
447,0xbafb36,1.000000,16,True,0,0
448,0x41dcf,0.000000,11,False,1,3
449,0xfa431d,0.666667,13,False,1,1
450,0x25de86,1.000000,12,True,0,0
451,0xf92df3,1.000000,16,True,0,0
452,0xd6be30,0.666667,13,False,1,1
453,0xe61bbe,0.000000,15,False,1,3
454,0x66405,0.000000,7,False,1,3
455,0xae4608,0.666667,9,False,1,1
456,0xee880a,0.333333,10,False,2,2
457,0x727ac2,1.000000,12,True,0,0
458,0x711150,1.000000,8,True,0,0
459,0x9651e,0.333333,10,False,2,2
460,0xa9d8a5,1.000000,12,True,0,0
461,0xcfb163,0.333333,14,False,2,2
462,0x71c3c8,0.000000,11,False,1,3
463,0x4e91f0,0.000000,11,False,1,3
464,0x7cb2cb,0.333333,14,False,2,2
465,0x8cd389,0.000000,11,False,1,3
466,0x1cb4c9,0.000000,11,False,1,3
467,0x13c767,0.666667,13,False,1,1
468,0x9205f3,0.000000,11,False,1,3
469,0xc2661b,0.000000,11,False,1,3
470,0x1210ea,1.000000,8,True,0,0
471,0xbdac4b,0.333333,14,False,2,2
472,0xb38395,1.000000,12,True,0,0
473,0x5bd40b,1.000000,12,True,0,0
474,0x4a16f1,0.000000,11,False,1,3
475,0x8769eb,0.333333,14,False,2,2
476,0x8e864e,0.000000,11,False,1,3
477,0xf7d77f,1.000000,20,False,4,0
478,0x6fab6a,0.000000,15,False,1,3
479,0xb4d165,1.000000,12,True,0,0
480,0x7251f4,1.000000,12,True,0,0
481,0xfe4bb,0.333333,14,False,2,2
482,0xa2465,1.000000,8,True,0,0
483,0x6b62f0,1.000000,12,True,0,0
484,0x965bde,0.000000,15,False,1,3
485,0x5b42b1,0.000000,11,False,1,3
486,0x98c652,0.333333,10,False,2,2
487,0x8758c7,1.000000,12,True,0,0
488,0x1a7594,0.000000,11,False,1,3
489,0x8b06db,1.000000,12,True,0,0
490,0x44d971,0.000000,11,False,1,3
491,0x4ce75b,0.333333,14,False,2,2
492,0x9664a5,0.000000,11,False,1,3
493,0x942e66,0.000000,11,False,1,3
494,0x41a5e7,1.000000,12,True,0,0
495,0xe0cab2,0.000000,11,False,1,3
496,0x7fe632,0.000000,15,False,1,3
497,0xc37c26,1.000000,12,True,0,0
498,0xe8d2ef,0.000000,15,False,1,3
499,0xd5c909,0.000000,11,False,1,3
500,0xcf6be2,0.000000,15,False,1,3
501,0xdf63d6,1.000000,16,True,0,0
502,0x63d013,0.333333,10,False,2,2
503,0x818f05,0.666667,9,False,1,1
504,0x10832c,0.000000,7,False,1,3
505,0xe85549,0.000000,11,False,1,3
506,0x70904,0.333333,6,False,2,2
507,0x24b871,0.333333,10,False,2,2
508,0xfe7034,0.666667,13,False,1,1
509,0x8eccee,0.333333,14,False,2,2
510,0x8f00f1,0.333333,10,False,2,2
511,0x76b2e,1.000000,12,True,0,0
512,0x3cb58f,0.333333,14,False,2,2
513,0x3fa259,0.666667,13,False,1,1
514,0xd90f40,0.333333,10,False,2,2
515,0x841f44,0.666667,9,False,1,1
516,0x8f297e,0.333333,14,False,2,2
517,0xc0feef,1.000000,16,True,0,0
518,0xc66c5e,0.666667,13,False,1,1
519,0xb131fb,0.333333,14,False,2,2
520,0xa0c4e,1.000000,8,True,0,0
521,0x477544,0.000000,11,False,1,3
522,0x5de28d,0.666667,13,False,1,1
523,0x5354d9,1.000000,12,True,0,0
524,0x5a191,1.000000,8,True,0,0
525,0x7604a4,0.666667,9,False,1,1
526,0xc2b536,1.000000,12,True,0,0
527,0x9e9f10,1.000000,12,True,0,0
528,0xcfe7ed,0.333333,18,False,2,2
529,0xc2ab49,0.000000,11,False,1,3
530,0x8210d8,0.000000,7,False,1,3
531,0x7420d5,0.333333,10,False,2,2
532,0x95483f,1.000000,12,True,0,0
533,0x1103ca,1.000000,8,True,0,0
534,0xf0d9a9,0.666667,13,False,1,1
535,0x8dba96,0.666667,13,False,1,1
536,0xb98b4f,0.333333,14,False,2,2
537,0x9a967e,0.333333,14,False,2,2
538,0xfb115c,0.666667,13,False,1,1
539,0x6e4b15,1.000000,12,True,0,0
540,0x7e628e,0.666667,13,False,1,1
541,0xa263d7,0.666667,13,False,1,1
542,0xccc067,0.000000,11,False,1,3
543,0xefb5e6,0.666667,17,False,1,1
544,0x819416,1.000000,8,True,0,0
545,0x3bd08c,0.000000,11,False,1,3
546,0x81a784,0.666667,9,False,1,1
547,0x23352c,0.333333,10,False,2,2
548,0x9ebb3d,1.000000,16,True,0,0
549,0x1eac82,0.333333,10,False,2,2
550,0x1056ac,0.666667,9,False,1,1
551,0xfb3579,1.000000,16,True,0,0
552,0x843eff,0.000000,15,False,1,3
553,0x6bb4e4,0.666667,13,False,1,1
554,0xe8b372,0.666667,13,False,1,1
555,0x40719,0.000000,7,False,1,3
556,0xc05249,1.000000,8,True,0,0
557,0xc33ccf,0.333333,14,False,2,2
558,0xcb1de2,0.666667,13,False,1,1
559,0x41f37a,0.666667,13,False,1,1
560,0xe4cca7,0.666667,13,False,1,1
561,0x4c140,0.666667,5,False,3,1
562,0xad1868,0.333333,10,False,2,2
563,0x495af,0.000000,11,False,1,3
564,0xada171,1.000000,12,True,0,0
565,0x23526b,0.000000,11,False,1,3
566,0xd25982,0.333333,10,False,2,2
567,0xb501eb,1.000000,12,True,0,0
568,0xc5fa27,0.333333,14,False,2,2
569,0x1af1e,0.000000,11,False,1,3
570,0xfb0ded,1.000000,16,True,0,0
571,0x1fc484,0.333333,10,False,2,2
572,0x6f3d6a,0.000000,15,False,1,3
573,0x9098cf,0.000000,11,False,1,3
574,0xb3abe8,0.333333,14,False,2,2
575,0x1aa9f0,0.000000,11,False,1,3
576,0x36b4f,1.000000,12,True,0,0
577,0xc2c5fa,0.666667,13,False,1,1
578,0x4b09b8,0.333333,10,False,2,2
579,0x811aa3,0.666667,9,False,1,1
580,0xc0d38e,0.000000,11,False,1,3
581,0x6d4eb7,0.000000,15,False,1,3
582,0x4cc90,0.000000,7,False,1,3
583,0xc8922d,0.333333,10,False,2,2
584,0x3b8ce9,0.666667,13,False,1,1
585,0x7b28ef,0.000000,15,False,1,3
586,0xc47310,0.666667,9,False,1,1
587,0xcf18bb,0.333333,14,False,2,2
588,0xd726de,0.000000,15,False,1,3
589,0x170347,0.333333,10,False,2,2
590,0x4012eb,0.666667,9,False,1,1
591,0x75ca27,0.666667,13,False,1,1
592,0x363813,0.333333,10,False,2,2
593,0x19d807,0.333333,10,False,2,2
594,0x488ca1,1.000000,8,True,0,0
595,0xb6a7a1,0.666667,13,False,1,1
596,0x596c3,0.333333,10,False,2,2
597,0x3466d4,0.000000,11,False,1,3
598,0xb2e753,0.333333,14,False,2,2
599,0xf72b2c,0.333333,14,False,2,2
600,0x50a0c3,1.000000,8,True,0,0
601,0x8980b7,0.333333,10,False,2,2
602,0x7399e1,0.666667,13,False,1,1
603,0xed9e74,0.000000,15,False,1,3
604,0xd0e2,0.000000,7,False,1,3
605,0x4ecb28,0.000000,11,False,1,3
606,0x447e5b,0.666667,13,False,1,1
607,0x11eb72,1.000000,12,True,0,0
608,0xd197d2,0.666667,13,False,1,1
609,0x63c7d6,0.333333,14,False,2,2
610,0xb3fda5,1.000000,16,True,0,0
611,0xe676bd,1.000000,16,True,0,0
612,0x1daedd,0.000000,15,False,1,3
613,0xb30ce6,1.000000,12,True,0,0
614,0x5daebf,0.666667,17,False,1,1
615,0x5f9048,0.333333,10,False,2,2
616,0xb406c9,0.333333,10,False,2,2
617,0xb96e36,0.333333,14,False,2,2
618,0xfb3888,1.000000,12,True,0,0
619,0xfdebf1,0.333333,18,False,2,2
620,0x9a2b23,0.000000,11,False,1,3
621,0x161ed1,0.000000,11,False,1,3
622,0xd9f4a1,0.666667,13,False,1,1
623,0x6013f3,0.000000,11,False,1,3
624,0xc9abd0,1.000000,12,True,0,0
625,0xf8494a,0.000000,11,False,1,3
626,0x28beef,0.000000,15,False,1,3
627,0x240228,0.666667,5,False,3,1
628,0x394408,0.000000,7,False,1,3
