sample_id,offbit_value,tgic_coherence,weight,is_golay_codeword,distance_to_codeword_weight,golay_parity_mod_4
83,0x2558bd,1.000000,12,True,0,0
84,0xbc8650,0.333333,10,False,2,2
85,0xd88030,0.000000,7,False,1,3
86,0x41faa8,0.000000,11,False,1,3
87,0x79304c,0.333333,10,False,2,2
88,0xd3a604,0.333333,10,False,2,2
89,0x60645f,0.000000,11,False,1,3
90,0xcaf7b0,0.333333,14,False,2,2
91,0x2c1cf4,0.000000,11,False,1,3
92,0xb0f9c1,1.000000,12,True,0,0
93,0xf2abe9,0.000000,15,False,1,3
94,0xaa6fb3,0.000000,15,False,1,3
95,0x4abe5d,0.333333,14,False,2,2
96,0xd1bc14,0.000000,11,False,1,3
97,0xb08e2f,1.000000,12,True,0,0
98,0xce7c8b,0.333333,14,False,2,2
99,0xc724f3,0.666667,13,False,1,1
100,0x67418d,0.000000,11,False,1,3
101,0xcb9aa6,0.666667,13,False,1,1
102,0x6f8ca0,0.000000,11,False,1,3
103,0x536ffe,0.666667,17,False,1,1
104,0xe494aa,0.000000,11,False,1,3
105,0xde0ffd,0.666667,17,False,1,1
106,0xb96c2e,0.666667,13,False,1,1
107,0x2ae054,0.666667,9,False,1,1
108,0x362719,0.000000,11,False,1,3
109,0x4be8d3,0.666667,13,False,1,1
110,0xab9880,0.666667,9,False,1,1
111,0x7e69f5,1.000000,16,True,0,0
112,0x2fe986,0.666667,13,False,1,1
113,0x7ca4dc,0.666667,13,False,1,1
114,0xb5db67,1.000000,16,True,0,0
115,0xe34a8d,1.000000,12,True,0,0
116,0xfda220,0.000000,11,False,1,3
117,0x2e653c,1.000000,12,True,0,0
118,0xa8d3bc,0.666667,13,False,1,1
119,0x500c3d,0.666667,9,False,1,1
120,0x5715b6,0.666667,13,False,1,1
121,0x7b809c,0.000000,11,False,1,3
122,0x56bf5a,0.000000,15,False,1,3
123,0xfd13df,0.666667,17,False,1,1
124,0x5a7df,0.333333,14,False,2,2
125,0x97ab0e,0.666667,13,False,1,1
126,0x714102,0.000000,7,False,1,3
127,0xf75329,0.333333,14,False,2,2
128,0x22dfb7,0.000000,15,False,1,3
129,0x603a17,0.333333,10,False,2,2
130,0xf9e878,0.333333,14,False,2,2
131,0xb3b2ef,1.000000,16,True,0,0
132,0xe6d87d,0.000000,15,False,1,3
133,0x3772e4,0.666667,13,False,1,1
134,0x6dd990,1.000000,12,True,0,0
135,0x500a7,0.000000,7,False,1,3
136,0x4d15f2,1.000000,12,True,0,0
137,0x51365b,1.000000,12,True,0,0
138,0x802754,1.000000,8,True,0,0
139,0x9fab6d,1.000000,16,True,0,0
140,0xd9ef8b,1.000000,16,True,0,0
141,0xa47422,0.666667,9,False,1,1
142,0xe2a0a2,0.666667,9,False,1,1
143,0x2d2a46,0.333333,10,False,2,2
144,0x2ebed2,0.333333,14,False,2,2
145,0xb488c5,0.333333,10,False,2,2
146,0x85c9fa,0.666667,13,False,1,1
147,0x731a18,0.333333,10,False,2,2
148,0x343609,0.666667,9,False,1,1
149,0x64d07a,0.000000,11,False,1,3
150,0x9cac93,1.000000,12,True,0,0
151,0x606bcb,1.000000,12,True,0,0
152,0xe058f2,0.000000,11,False,1,3
153,0xa7c8d9,0.666667,13,False,1,1
154,0x2c775d,0.333333,14,False,2,2
155,0x7f5c0c,0.666667,13,False,1,1
156,0x47800e,1.000000,8,True,0,0
157,0x6865e6,1.000000,12,True,0,0
158,0xf6f4e6,1.000000,16,True,0,0
159,0xbf943a,0.333333,14,False,2,2
160,0xc98339,0.000000,11,False,1,3
161,0xefdef2,0.333333,18,False,2,2
162,0x79e965,0.333333,14,False,2,2
163,0xb951fc,0.333333,14,False,2,2
164,0xbfafca,0.666667,17,False,1,1
165,0x7d65ca,0.333333,14,False,2,2
166,0x568dff,1.000000,16,True,0,0
167,0xdc6fef,0.333333,18,False,2,2
168,0x1cc4dd,1.000000,12,True,0,0
169,0x74292d,0.000000,11,False,1,3
170,0xbdb23e,0.000000,15,False,1,3
171,0xdd0d23,1.000000,12,True,0,0
172,0xcd3171,1.000000,12,True,0,0
173,0xf6a65b,0.000000,15,False,1,3
174,0xf3f014,1.000000,12,True,0,0
175,0x5504b4,0.666667,9,False,1,1
176,0xdc4c84,0.333333,10,False,2,2
177,0xf703a9,0.666667,13,False,1,1
178,0xf2f162,0.666667,13,False,1,1
179,0x8f8b38,1.000000,12,True,0,0
180,0x15e59d,0.666667,13,False,1,1
181,0x707ff,0.333333,14,False,2,2
182,0xdd056e,0.666667,13,False,1,1
183,0xb6182b,0.000000,11,False,1,3
184,0xd849f3,0.666667,13,False,1,1
185,0xfd2152,1.000000,12,True,0,0
186,0xf43588,0.000000,11,False,1,3
187,0xd566d0,1.000000,12,True,0,0
188,0x8ec677,0.333333,14,False,2,2
189,0xa6b5a6,0.666667,13,False,1,1
190,0xe91f77,1.000000,16,True,0,0
191,0xd7aac3,0.333333,14,False,2,2
192,0x81baee,0.666667,13,False,1,1
193,0x3566ae,0.666667,13,False,1,1
194,0xb605a2,0.333333,10,False,2,2
195,0xe70e14,0.000000,11,False,1,3
196,0x35429e,0.000000,11,False,1,3
197,0x862516,0.666667,9,False,1,1
198,0x773e3,0.666667,13,False,1,1
199,0x6b62ed,0.333333,14,False,2,2
200,0x59458d,0.000000,11,False,1,3
201,0x56ad97,0.333333,14,False,2,2
202,0x699c8c,0.000000,11,False,1,3
203,0x57e282,0.000000,11,False,1,3
204,0x865d07,0.000000,11,False,1,3
205,0xfd5619,0.333333,14,False,2,2
206,0x447d9f,0.333333,14,False,2,2
207,0xf257a9,0.333333,14,False,2,2
208,0xbd56fe,0.666667,17,False,1,1
209,0xf4c630,0.000000,11,False,1,3
210,0xd24c6e,1.000000,12,True,0,0
211,0xe8e0ae,1.000000,12,True,0,0
212,0x3cfe0e,0.333333,14,False,2,2
213,0x44b5d9,1.000000,12,True,0,0
214,0x540d2b,0.333333,10,False,2,2
215,0x58971e,1.000000,12,True,0,0
216,0x591085,1.000000,8,True,0,0
217,0x2d9a71,1.000000,12,True,0,0
218,0x2d0b1b,0.000000,11,False,1,3
219,0x87584a,0.333333,10,False,2,2
220,0xbc6057,1.000000,12,True,0,0
221,0xd0414b,0.666667,9,False,1,1
222,0xba7222,0.000000,11,False,1,3
223,0x56d3d3,0.333333,14,False,2,2
224,0xea1011,1.000000,8,True,0,0
225,0x1e8430,1.000000,8,True,0,0
226,0xede36f,0.666667,17,False,1,1
227,0x62bec8,1.000000,12,True,0,0
228,0xee6b58,0.333333,14,False,2,2
229,0xc0cb78,0.000000,11,False,1,3
230,0xc7fb05,0.333333,14,False,2,2
231,0x6e97cb,0.000000,15,False,1,3
232,0xef6fc7,0.333333,18,False,2,2
233,0x5ccca4,0.000000,11,False,1,3
234,0x1f865e,0.666667,13,False,1,1
235,0x4ef8be,0.000000,15,False,1,3
236,0x8dd011,0.666667,9,False,1,1
237,0x5359c4,0.000000,11,False,1,3
238,0xe76743,0.333333,14,False,2,2
239,0xd7b492,0.666667,13,False,1,1
240,0x30acaf,1.000000,12,True,0,0
241,0x6ad85a,1.000000,12,True,0,0
242,0xa56a8c,0.000000,11,False,1,3
243,0xa527c9,1.000000,12,True,0,0
244,0x9c71f1,0.666667,13,False,1,1
245,0xc01918,0.000000,7,False,1,3
246,0x7c9041,0.666667,9,False,1,1
247,0x37512d,1.000000,12,True,0,0
248,0x2edb86,0.666667,13,False,1,1
249,0x35da6,0.000000,11,False,1,3
250,0x4b0e16,0.333333,10,False,2,2
251,0x4d74a7,0.666667,13,False,1,1
252,0xa493e,0.333333,10,False,2,2
253,0xd598a3,1.000000,12,True,0,0
254,0x9d122e,0.000000,11,False,1,3
255,0x9612d1,0.333333,10,False,2,2
256,0xe51987,1.000000,12,True,0,0
257,0xd25f9d,0.000000,15,False,1,3
258,0xe117e6,0.666667,13,False,1,1
259,0x5cf218,0.000000,11,False,1,3
260,0x16ec6,0.333333,10,False,2,2
261,0xbe862,0.333333,10,False,2,2
262,0x50bb,1.000000,8,True,0,0
263,0x366227,0.000000,11,False,1,3
264,0x9224ee,0.000000,11,False,1,3
265,0x67615d,0.666667,13,False,1,1
266,0x127a22,0.666667,9,False,1,1
267,0x8268fd,1.000000,12,True,0,0
268,0xb934f1,0.666667,13,False,1,1
269,0x8518a7,0.333333,10,False,2,2
270,0xf49e4b,0.333333,14,False,2,2
271,0x4161c3,0.666667,9,False,1,1
272,0xccc982,0.333333,10,False,2,2
273,0xa46ebb,0.333333,14,False,2,2
274,0x7ada07,0.666667,13,False,1,1
275,0xf1ba96,0.333333,14,False,2,2
276,0xea1391,0.000000,11,False,1,3
277,0xafaa35,0.333333,14,False,2,2
278,0x6dc027,0.000000,11,False,1,3
279,0xcb1391,0.000000,11,False,1,3
280,0x55c706,0.000000,11,False,1,3
281,0x6e5cfd,1.000000,16,True,0,0
282,0xe508e2,0.333333,10,False,2,2
283,0xdacabc,0.333333,14,False,2,2
284,0xc0dcb1,0.000000,11,False,1,3
285,0x17f104,0.333333,10,False,2,2
286,0xcb486b,1.000000,12,True,0,0
287,0x4274e1,0.333333,10,False,2,2
288,0x5e85d6,0.666667,13,False,1,1
289,0x4590d3,0.333333,10,False,2,2
290,0x5808e4,1.000000,8,True,0,0
291,0xd6dd15,0.333333,14,False,2,2
292,0xa35750,0.000000,11,False,1,3
293,0x7d6c99,0.333333,14,False,2,2
294,0x56b706,1.000000,12,True,0,0
295,0x68ed0,0.666667,9,False,1,1
296,0xeb290d,1.000000,12,True,0,0
297,0xfa9759,0.000000,15,False,1,3
298,0x4a9574,0.000000,11,False,1,3
299,0x85c76d,0.666667,13,False,1,1
300,0x9e7ec3,0.000000,15,False,1,3
301,0x1f6064,0.333333,10,False,2,2
302,0x9eee5d,1.000000,16,True,0,0
303,0xd38178,0.000000,11,False,1,3
304,0x4c36c4,0.333333,10,False,2,2
305,0xb9cc43,1.000000,12,True,0,0
306,0xf1a424,0.333333,10,False,2,2
307,0xd1cb3,0.000000,11,False,1,3
308,0xf87e8b,0.000000,15,False,1,3
309,0xab71ff,0.666667,17,False,1,1
310,0x364dc0,0.333333,10,False,2,2
311,0x82b77e,0.333333,14,False,2,2
312,0xdf2fdd,0.333333,18,False,2,2
313,0x169f0f,0.666667,13,False,1,1
314,0x6245a3,0.333333,10,False,2,2
315,0xe61168,0.333333,10,False,2,2
316,0x566068,0.666667,9,False,1,1
317,0xe0e11d,0.000000,11,False,1,3
318,0xad0e01,0.666667,9,False,1,1
319,0xe139d2,1.000000,12,True,0,0
320,0xaea633,0.666667,13,False,1,1
321,0xf5d723,0.000000,15,False,1,3
322,0x930139,0.666667,9,False,1,1
323,0x6f1b04,0.000000,11,False,1,3
324,0x2cd467,1.000000,12,True,0,0
325,0x7dda5d,1.000000,16,True,0,0
326,0xae6d0f,0.333333,14,False,2,2
327,0x4d669c,1.000000,12,True,0,0
328,0xa431d6,0.000000,11,False,1,3
329,0x7ffb9f,1.000000,20,False,4,0
330,0x4395c8,0.333333,10,False,2,2
331,0x97afe0,0.333333,14,False,2,2
332,0xdebfc4,1.000000,16,True,0,0
333,0xd8910c,0.666667,9,False,1,1
334,0xdd8490,0.333333,10,False,2,2
335,0x5078cf,1.000000,12,True,0,0
336,0x8cf072,0.000000,11,False,1,3
337,0xea8cf6,0.333333,14,False,2,2
338,0xea80f7,0.666667,13,False,1,1
339,0xb8fe99,0.000000,15,False,1,3
340,0x170cd2,0.333333,10,False,2,2
341,0x5fd1e0,0.666667,13,False,1,1
342,0x31d86f,0.666667,13,False,1,1
343,0x88aeb7,0.666667,13,False,1,1
344,0x5d3af3,0.000000,15,False,1,3
345,0x38c550,0.666667,9,False,1,1
346,0x75d864,1.000000,12,True,0,0
347,0x3ef8a,1.000000,12,True,0,0
348,0x88481c,0.000000,7,False,1,3
349,0xbf6cf0,0.000000,15,False,1,3
350,0xe9918d,1.000000,12,True,0,0
351,0xf2eda4,0.333333,14,False,2,2
352,0xaf24e9,0.666667,13,False,1,1
353,0x7f18af,0.000000,15,False,1,3
354,0xd88843,0.666667,9,False,1,1
355,0xb47a7,1.000000,12,True,0,0
356,0xbc0d93,1.000000,12,True,0,0
357,0xd72fea,1.000000,16,True,0,0
358,0xe27720,0.000000,11,False,1,3
359,0xed619b,0.333333,14,False,2,2
360,0x494819,1.000000,8,True,0,0
361,0x770336,1.000000,12,True,0,0
362,0xcad366,0.666667,13,False,1,1
363,0xdd8f16,0.333333,14,False,2,2
364,0x677da0,0.666667,13,False,1,1
365,0xb3027f,0.666667,13,False,1,1
366,0x3ccc43,0.000000,11,False,1,3
367,0xad8692,0.000000,11,False,1,3
368,0xd9310a,0.333333,10,False,2,2
369,0xb7ece0,0.333333,14,False,2,2
370,0x38777f,1.000000,16,True,0,0
371,0x3435cd,1.000000,12,True,0,0
372,0x18c048,0.333333,6,False,2,2
373,0x40b7d8,0.000000,11,False,1,3
374,0x3503f3,1.000000,12,True,0,0
375,0x2200dc,0.000000,7,False,1,3
376,0x3edb78,0.000000,15,False,1,3
377,0xd47068,0.333333,10,False,2,2
378,0xe17b97,0.000000,15,False,1,3
379,0x5eb680,0.000000,11,False,1,3
380,0xe4fcc,1.000000,12,True,0,0
381,0xa27b5d,0.333333,14,False,2,2
382,0x18c9f0,0.333333,10,False,2,2
383,0xa9001e,1.000000,8,True,0,0
384,0x6f9d69,0.000000,15,False,1,3
385,0x6c8634,0.333333,10,False,2,2
386,0xc2d828,0.666667,9,False,1,1
387,0x5c05ef,0.666667,13,False,1,1
388,0x851659,0.333333,10,False,2,2
389,0xafa6e1,0.333333,14,False,2,2
390,0xc8f12e,1.000000,12,True,0,0
391,0x1f25ee,0.333333,14,False,2,2
392,0x6ec135,1.000000,12,True,0,0
393,0xda1a6f,0.333333,14,False,2,2
394,0xea897d,0.333333,14,False,2,2
395,0xfb8f38,0.000000,15,False,1,3
396,0xe11afb,0.333333,14,False,2,2
397,0xcb2232,0.333333,10,False,2,2
398,0xc7d258,1.000000,12,True,0,0
399,0x64303c,0.666667,9,False,1,1
400,0x9eb8ee,0.000000,15,False,1,3
401,0x1cb70e,1.000000,12,True,0,0
402,0x13b721,0.000000,11,False,1,3
403,0x1872b8,0.333333,10,False,2,2
404,0xb418e7,1.000000,12,True,0,0
405,0x6768b2,1.000000,12,True,0,0
406,0x1f4186,0.333333,10,False,2,2
407,0x17afee,1.000000,16,True,0,0
408,0x299b13,0.000000,11,False,1,3
409,0x6efb8e,1.000000,16,True,0,0
410,0xdc5cea,0.333333,14,False,2,2
411,0x3ca655,1.000000,12,True,0,0
412,0x403107,0.000000,7,False,1,3
413,0x54afb0,1.000000,12,True,0,0
414,0x75f4b3,0.000000,15,False,1,3
415,0xa075e6,1.000000,12,True,0,0
416,0x4a51e7,1.000000,12,True,0,0
417,0x18a08e,1.000000,8,True,0,0
418,0x803dcb,0.000000,11,False,1,3
419,0xc1144d,0.666667,9,False,1,1
420,0xecad92,0.666667,13,False,1,1
421,0x411a3b,0.333333,10,False,2,2
422,0xbc1855,0.000000,11,False,1,3
423,0xdde26,1.000000,12,True,0,0
424,0xdf4ee5,1.000000,16,True,0,0
425,0xe7ada5,0.000000,15,False,1,3
426,0x62e5ea,0.666667,13,False,1,1
427,0x10c5e7,0.000000,11,False,1,3
428,0x76e8b7,0.000000,15,False,1,3
429,0xefee6a,0.666667,17,False,1,1
430,0x427298,0.666667,9,False,1,1
431,0x70bd6b,0.333333,14,False,2,2
432,0x762138,0.333333,10,False,2,2
433,0x163e5f,0.333333,14,False,2,2
434,0x2bce2a,1.000000,12,True,0,0
435,0xaa5a4a,0.000000,11,False,1,3
436,0xe63843,0.000000,11,False,1,3
437,0xd7a705,0.666667,13,False,1,1
438,0xab4c71,1.000000,12,True,0,0
439,0x42c0d2,1.000000,8,True,0,0
440,0x795267,0.666667,13,False,1,1
441,0xb774a0,1.000000,12,True,0,0
442,0xfe9558,0.333333,14,False,2,2
443,0x5b7ea1,0.333333,14,False,2,2
444,0xbcf793,1.000000,16,True,0,0
445,0x733bd,0.666667,13,False,1,1
446,0x6b319f,0.333333,14,False,2,2
447,0x4c3c5b,1.000000,12,True,0,0
448,0x780382,1.000000,8,True,0,0
449,0x2c190,0.333333,6,False,2,2
450,0x7aeab2,0.333333,14,False,2,2
451,0x57ee47,0.000000,15,False,1,3
452,0x312652,0.666667,9,False,1,1
453,0x566f9,1.000000,12,True,0,0
454,0x7bbb77,0.333333,18,False,2,2
455,0xf8ecdd,1.000000,16,True,0,0
456,0xfd1faf,0.333333,18,False,2,2
457,0x80595a,0.666667,9,False,1,1
458,0xd4cde4,0.666667,13,False,1,1
459,0xc9038b,0.333333,10,False,2,2
460,0x2cf3da,0.333333,14,False,2,2
461,0x908c13,1.000000,8,True,0,0
462,0xddf1d,0.333333,14,False,2,2
463,0x71d96d,0.333333,14,False,2,2
464,0x4a71b2,0.000000,11,False,1,3
465,0xa3286a,0.333333,10,False,2,2
466,0x29bae,0.000000,11,False,1,3
467,0x995221,0.666667,9,False,1,1
468,0x6f7968,0.333333,14,False,2,2
469,0xd469a8,0.000000,11,False,1,3
470,0x669719,1.000000,12,True,0,0
471,0x262f1,0.666667,9,False,1,1
472,0x5f54d3,0.333333,14,False,2,2
473,0xe1de54,0.666667,13,False,1,1
474,0xea2039,0.333333,10,False,2,2
475,0xf4f38f,1.000000,16,True,0,0
476,0xbfc34e,0.000000,15,False,1,3
477,0xe725fa,0.000000,15,False,1,3
478,0x8c58a9,0.333333,10,False,2,2
479,0x7aa004,1.000000,8,True,0,0
480,0x6f3328,1.000000,12,True,0,0
481,0x947d83,1.000000,12,True,0,0
482,0x6faaa6,0.333333,14,False,2,2
483,0x56ab42,0.000000,11,False,1,3
484,0xf73504,1.000000,12,True,0,0
485,0x10d098,0.000000,7,False,1,3
486,0x1b535a,1.000000,12,True,0,0
487,0x6eff9f,0.000000,19,False,3,3
488,0x2efeeb,0.666667,17,False,1,1
489,0x58850f,0.333333,10,False,2,2
490,0xaddfb3,0.666667,17,False,1,1
491,0x55528d,0.000000,11,False,1,3
492,0x222ddf,0.666667,13,False,1,1
493,0x4c4ce2,0.333333,10,False,2,2
494,0xb3ae14,1.000000,12,True,0,0
495,0xa7200e,0.666667,9,False,1,1
496,0xa0419e,0.666667,9,False,1,1
497,0x22a202,0.333333,6,False,2,2
498,0x7ec377,1.000000,16,True,0,0
499,0xe9cab,1.000000,12,True,0,0
500,0xe8db61,0.666667,13,False,1,1
501,0xb0355f,0.666667,13,False,1,1
502,0x3d0500,0.000000,7,False,1,3
503,0x3bff0e,1.000000,16,True,0,0
504,0x94c32a,0.333333,10,False,2,2
505,0x4ddb0c,1.000000,12,True,0,0
506,0xa6ecbd,0.000000,15,False,1,3
507,0x72c6b,0.000000,11,False,1,3
508,0x5b784e,0.666667,13,False,1,1
509,0x24bb61,0.000000,11,False,1,3
510,0xd50f89,1.000000,12,True,0,0
511,0x773a62,0.666667,13,False,1,1
512,0x218252,0.000000,7,False,1,3
513,0x8d741,0.666667,9,False,1,1
514,0x680102,0.666667,5,False,3,1
515,0xf66379,0.000000,15,False,1,3
516,0xaca273,1.000000,12,True,0,0
517,0x56210f,0.333333,10,False,2,2
518,0x24125d,0.666667,9,False,1,1
519,0x1f1fa7,0.000000,15,False,1,3
520,0x4ffc33,0.000000,15,False,1,3
521,0xfef7a8,0.666667,17,False,1,1
522,0xb4525a,0.000000,11,False,1,3
523,0x1bab5b,0.333333,14,False,2,2
524,0x283b72,0.000000,11,False,1,3
525,0x576908,0.333333,10,False,2,2
526,0xf43609,0.000000,11,False,1,3
527,0x4130f,1.000000,8,True,0,0
528,0xc25028,0.000000,7,False,1,3
529,0xabdb09,0.666667,13,False,1,1
530,0x1d262d,0.000000,11,False,1,3
531,0xbe7bf1,0.666667,17,False,1,1
532,0xf19cdc,0.333333,14,False,2,2
533,0x8bdab8,0.666667,13,False,1,1
534,0xb73483,1.000000,12,True,0,0
535,0x4844ad,0.666667,9,False,1,1
536,0x6885da,0.000000,11,False,1,3
537,0x283154,1.000000,8,True,0,0
538,0x393797,0.333333,14,False,2,2
539,0x458fd1,1.000000,12,True,0,0
540,0x566848,0.666667,9,False,1,1
541,0xf8cdab,0.000000,15,False,1,3
542,0x281562,1.000000,8,True,0,0
543,0x2352bb,1.000000,12,True,0,0
544,0xc345b2,0.000000,11,False,1,3
545,0xe94b15,1.000000,12,True,0,0
546,0xf99eff,0.000000,19,False,3,3
547,0xf5d8e4,0.333333,14,False,2,2
548,0x9aa2dd,0.666667,13,False,1,1
549,0x976630,0.000000,11,False,1,3
550,0xd20736,0.000000,11,False,1,3
551,0xe64f06,1.000000,12,True,0,0
552,0x2541e2,0.666667,9,False,1,1
553,0x649382,0.666667,9,False,1,1
554,0x3d193d,0.666667,13,False,1,1
555,0xbe401f,1.000000,12,True,0,0
556,0xebe307,0.333333,14,False,2,2
557,0xdedfd0,1.000000,16,True,0,0
558,0x2fdad7,1.000000,16,True,0,0
559,0x3ddcf7,0.666667,17,False,1,1
560,0x5cf92c,0.666667,13,False,1,1
561,0xd0c782,0.333333,10,False,2,2
562,0x91f671,0.666667,13,False,1,1
563,0xaf21d9,0.666667,13,False,1,1
564,0x418d6f,1.000000,12,True,0,0
565,0x2c886e,0.333333,10,False,2,2
566,0x92ec4e,1.000000,12,True,0,0
567,0x80c4fe,0.000000,11,False,1,3
568,0x64eef5,0.000000,15,False,1,3
569,0x2bee13,0.666667,13,False,1,1
570,0x557005,0.666667,9,False,1,1
571,0xeac87d,0.333333,14,False,2,2
572,0x273d77,0.000000,15,False,1,3
573,0x2f514b,1.000000,12,True,0,0
574,0xff8b3,0.333333,14,False,2,2
575,0xf7fc2f,0.333333,18,False,2,2
576,0x5ae0c5,0.000000,11,False,1,3
577,0xd326c,0.333333,10,False,2,2
578,0x8d20f,0.666667,9,False,1,1
579,0x2d3d9a,0.666667,13,False,1,1
580,0x1e5d7a,0.333333,14,False,2,2
581,0xaf05c1,0.000000,11,False,1,3
582,0xdbb088,0.000000,11,False,1,3
583,0xe6d2fd,1.000000,16,True,0,0
584,0xb275c2,1.000000,12,True,0,0
585,0x430b62,0.666667,9,False,1,1
586,0x33540e,0.333333,10,False,2,2
587,0x2097a0,1.000000,8,True,0,0
588,0x4b6e43,1.000000,12,True,0,0
589,0x197396,1.000000,12,True,0,0
590,0x4236f8,0.000000,11,False,1,3
591,0x4915fc,1.000000,12,True,0,0
592,0x5f4f93,0.000000,15,False,1,3
593,0x5b21c7,1.000000,12,True,0,0
594,0xffb723,0.666667,17,False,1,1
595,0xbec4d5,0.333333,14,False,2,2
596,0x631684,0.666667,9,False,1,1
597,0xe6ab35,0.333333,14,False,2,2
598,0x5f4ed6,0.000000,15,False,1,3
599,0x3b58e,0.000000,11,False,1,3
600,0x861161,1.000000,8,True,0,0
601,0x93104,0.333333,6,False,2,2
602,0x9a595c,1.000000,12,True,0,0
603,0x88e544,0.666667,9,False,1,1
604,0x1bf6db,1.000000,16,True,0,0
605,0x791525,0.000000,11,False,1,3
606,0x6a53c5,1.000000,12,True,0,0
607,0x450598,1.000000,8,True,0,0
608,0xeee38a,0.333333,14,False,2,2
609,0xeaa12f,0.666667,13,False,1,1
610,0x991836,0.333333,10,False,2,2
611,0xc50ca9,0.333333,10,False,2,2
612,0xb89c47,1.000000,12,True,0,0
613,0x34a7b9,0.666667,13,False,1,1
614,0xad1400,0.000000,7,False,1,3
615,0x6abcba,0.333333,14,False,2,2
616,0x994d60,0.333333,10,False,2,2
617,0x63f38,0.000000,11,False,1,3
618,0x60d72d,1.000000,12,True,0,0
619,0x42dfcc,0.666667,13,False,1,1
620,0x6e7ee1,0.000000,15,False,1,3
621,0xee9b62,0.333333,14,False,2,2
622,0x3c817a,0.000000,11,False,1,3
623,0x32d5b0,0.000000,11,False,1,3
624,0xb647e9,0.333333,14,False,2,2
625,0xacd92f,0.333333,14,False,2,2
626,0xbd19aa,0.666667,13,False,1,1
627,0x65221,0.000000,7,False,1,3
628,0xfa6416,1.000000,12,True,0,0
629,0x66c46e,1.000000,12,True,0,0
